number of rooms,security level of the community,residence space,aboveground space ,noise level,building year,city,zip code,cost rank
3,1.75,1470,1070,1,1939,Lake Forest Park,WA 98155,2
2,1,1260,1260,1.5,1926,Seattle,WA 98115,2
4,2,1470,1470,1,1965,Bellevue,WA 98008,2
3,2.5,1480,1480,2,2005,Issaquah,WA 98029,2
2,1.75,1740,990,1,1946,Seattle,WA 98115,2
4,1.75,2050,1250,1,1959,Renton,WA 98058,2
4,2.25,1740,1170,1,1958,Bellevue,WA 98008,2
3,2.5,2030,1720,2,2001,Issaquah,WA 98027,2
4,1,1720,1720,1.5,1904,Seattle,WA 98107,3
3,1.75,1480,1480,1,1974,Kirkland,WA 98033,3
4,1.5,1320,1320,1,1954,Kirkland,WA 98033,3
5,2.75,2440,1240,1,1972,Kirkland,WA 98034,3
3,1.5,1730,1730,2,1983,Woodinville,WA 98072,3
3,2,2260,1780,1,1985,Sammamish,WA 98074,3
4,2.5,2040,2040,2,1990,Seattle,WA 98115,3
3,1.5,1900,1640,1.5,1926,Seattle,WA 98115,3
3,2.5,2400,2400,2,1993,Newcastle,WA 98056,3
4,2.5,2430,2430,2,2008,Issaquah,WA 98027,3
4,2.5,2630,2630,2,2008,Snoqualmie,WA 98065,3
4,2.5,1990,1680,2,2005,Seattle,WA 98107,3
4,2.5,2560,2560,2,2001,Redmond,WA 98053,3
4,2.5,2840,2840,2,1990,Sammamish,WA 98074,3
3,1.75,1980,1140,1.5,1926,Seattle,WA 98115,3
3,2.25,2270,1820,1,1975,Shoreline,WA 98177,3
3,2.5,2550,2550,2,1990,Bellevue,WA 98006,4
4,2.75,3010,3010,2,2014,Kirkland,WA 98033,4
4,2.5,2820,2050,2,2013,Seattle,WA 98118,4
4,3,2720,1800,2,1919,Seattle,WA 98115,4
3,2.5,2670,2670,2,1986,Redmond,WA 98052,4
5,2.5,4600,2300,1,1956,Shoreline,WA 98177,4
4,2,2230,2230,1.5,1959,Bellevue,WA 98005,4
2,2,2280,2280,1,2002,Redmond,WA 98053,4
5,2.75,3030,3030,2,2014,Sammamish,WA 98075,4
4,3,3240,3240,2,2013,Sammamish,WA 98075,4
4,2.75,2880,1710,1.5,1928,Seattle,WA 98116,4
4,2.5,4150,4150,2,2014,Sammamish,WA 98075,4
4,3.25,3450,2430,2,1960,Burien,WA 98166,4
5,2.75,4400,2250,1,1963,Kenmore,WA 98028,4
4,3.5,3010,2370,2,1999,Seattle,WA 98112,4
4,4,4270,3180,2,2004,Issaquah,WA 98029,4
4,3.5,4280,4280,2,2005,Bellevue,WA 98004,4
4,2.5,3070,3070,2,2006,Renton,WA 98055,2
3,3,1730,1730,3,1985,Seattle,WA 98117,2
4,2.5,2460,2460,2,1998,Sammamish,WA 98074,3
6,2.5,3820,2040,1,1974,Issaquah,WA 98027,3
4,2.5,1811,1811,2,2007,Renton,WA 98055,1
2,1,1440,960,1,1915,Seattle,WA 98103,2
3,1,1300,1300,1.5,1927,Seattle,WA 98105,2
4,2.25,2450,2450,2,1976,Woodinville,WA 98077,3
3,2.75,3400,2470,2,2009,Renton,WA 98056,3
5,3,2870,2090,2,2007,Bothell,WA 98011,3
4,2.5,1780,1780,2,1994,Issaquah,WA 98029,3
3,2.5,2300,2300,2,2001,Snoqualmie,WA 98065,3
4,2.25,2370,2370,2,1979,Redmond,WA 98052,3
4,1.75,1980,1480,1,1978,Federal Way,WA 98023,1
3,1.5,1150,1150,1,1963,Renton,WA 98055,1
4,1.75,1300,1300,1,1969,Federal Way,WA 98001,1
3,1,1330,1330,1,1948,SeaTac,WA 98188,1
3,1,1590,1590,1.5,1944,Burien,WA 98166,1
3,1.75,1330,1330,1,1998,Auburn,WA 98002,1
4,1,1910,1910,1.5,1934,Seattle,WA 98106,1
5,1.5,2520,1510,1.5,1928,Enumclaw,WA 98022,1
3,2.25,2210,2210,2,1969,Federal Way,WA 98023,1
2,1,1200,1200,1,1917,Des Moines,WA 98198,1
4,2,2030,2030,1,1976,Redmond,WA 98052,1
2,1,1000,1000,1,1960,Duvall,WA 98019,1
4,2.75,1990,1270,1,1999,Auburn,WA 98002,1
3,2.25,1680,1680,2,1987,Auburn,WA 98092,1
3,1.5,1860,1200,1,1963,Tukwila,WA 98188,1
4,3,2390,2390,2,1974,Renton,WA 98057,1
4,2.5,1980,1980,2,2003,Kent,WA 98031,2
3,2.5,1480,1150,2,2010,Seattle,WA 98106,2
3,2,1350,1350,1,1986,Duvall,WA 98019,2
4,1.75,1920,1500,1,1975,Renton,WA 98058,2
2,1.5,1340,1120,2,2008,Seattle,WA 98144,2
3,2.5,1210,1210,3,2008,Seattle,WA 98103,2
3,1.75,1240,1240,1,1978,Sammamish,WA 98074,2
2,1.75,1060,960,2,2008,Seattle,WA 98144,2
3,3,2500,2500,2,1997,Kent,WA 98031,2
3,2.5,1800,1800,2,2011,Seattle,WA 98126,2
4,2.75,2190,2190,2,1993,Auburn,WA 98001,2
3,1.75,1710,1710,1,1958,Kenmore,WA 98028,2
4,1.5,2020,2020,1,1960,Renton,WA 98059,2
3,1.75,1230,1230,1,1987,Kirkland,WA 98034,2
4,1.75,2700,2700,1.5,1968,Renton,WA 98058,2
3,2.5,1720,1240,2,2004,Seattle,WA 98136,2
4,3.5,2370,2370,2.5,2013,Renton,WA 98056,2
2,1,1140,1140,1,1942,Seattle,WA 98136,2
3,2.5,1960,1960,2,2006,Snoqualmie,WA 98065,2
3,1,1410,910,1,1956,Seattle,WA 98133,2
3,2,1310,780,1,1986,Seattle,WA 98103,2
3,2.25,1890,1230,1,1973,Seattle,WA 98125,2
3,1.75,2240,1120,1,1948,Seattle,WA 98125,2
4,2.5,2170,2170,2,1992,Duvall,WA 98019,2
3,1.75,1640,1110,1,1940,Seattle,WA 98125,2
4,2.5,2330,2330,2,1998,North Bend,WA 98045,2
4,2.75,1980,1980,1,1952,Lake Forest Park,WA 98155,2
4,1.75,2220,2220,2,1964,Burien,WA 98166,2
3,3.5,1500,1240,2,2004,Seattle,WA 98107,2
4,1.75,2240,2240,1.5,1965,Bellevue,WA 98008,3
3,1.75,1300,1300,1,1963,Bellevue,WA 98008,3
3,3,2470,2470,2,1980,Issaquah,WA 98027,3
3,2.5,1900,1900,2,2005,Sammamish,WA 98075,3
3,2.25,2190,1240,1,1963,Renton,WA 98056,3
4,2.5,2700,1440,1,1968,Seattle,WA 98136,3
3,2.5,2260,2260,2,2005,Sammamish,WA 98075,3
2,2.5,1380,1380,3,2006,Seattle,WA 98103,3
3,1.75,1760,1760,1,1977,Bellevue,WA 98005,3
3,1.5,2070,1140,1,1948,Seattle,WA 98117,3
4,2.5,2800,2800,2,2001,Duvall,WA 98019,3
3,1.75,2050,1070,1,1977,Seattle,WA 98136,3
2,2,1870,1870,1,2003,Redmond,WA 98053,3
4,3.5,3730,2440,2,1991,Kent,WA 98042,3
3,2.5,2630,2630,2,2004,Duvall,WA 98019,3
3,2.5,2670,2670,2,1981,Woodinville,WA 98072,3
4,2.5,3190,3190,2,2006,Maple Valley,WA 98038,3
3,2.5,2590,2590,2,2004,Seattle,WA 98125,3
3,1.75,2210,1390,1,1958,Bellevue,WA 98005,3
3,2.5,2140,2140,2,1991,Sammamish,WA 98074,3
4,2.5,2380,2380,2,1992,Issaquah,WA 98075,3
4,2.5,2350,2350,2,1994,Woodinville,WA 98077,3
4,3,3150,3150,2,2000,Sammamish,WA 98075,4
4,2.5,2800,2800,2,1999,Carnation,WA 98014,4
4,2.5,2610,2610,2,1988,Redmond,WA 98053,4
4,3.25,2050,1370,2,1987,Seattle,WA 98112,4
4,2.5,2030,1630,1.5,1926,Seattle,WA 98103,4
3,2.5,2630,1580,1,1967,Bellevue,WA 98006,4
4,2.25,3160,3160,1,1981,Woodinville,WA 98072,4
4,2.5,2730,2230,1.5,1909,Seattle,WA 98119,4
3,2.5,2850,1730,1,1954,Bellevue,WA 98004,4
4,2.5,2740,2740,2,1984,Medina,WA 98039,4
4,2.5,4250,3260,2,1972,Mercer Island,WA 98040,4
4,3.25,3300,3300,2,1985,Mercer Island,WA 98040,4
5,3.5,4220,2110,1,1958,Bellevue,WA 98004,4
4,3.25,4130,4130,2,1978,Bellevue,WA 98005,4
4,1,1120,860,1,1939,Renton,WA 98057,1
4,1,1200,1200,1.5,1944,Seattle,WA 98178,1
3,1,1010,1010,1,1959,Des Moines,WA 98198,1
3,1,970,970,1,1965,Burien,WA 98168,1
3,1.75,1330,1330,1,1973,Auburn,WA 98092,1
3,1,920,920,1,1962,Auburn,WA 98001,1
3,1,970,970,1,1967,Federal Way,WA 98003,1
3,1.75,1760,920,1,1979,Covington,WA 98042,1
3,1.75,1590,1130,1,1984,Kent,WA 98031,1
3,2,1320,1320,1,1975,Kent,WA 98031,1
3,1.75,2040,1020,1,1962,Tukwila,WA 98188,1
2,1,1380,870,1,1943,Seattle,WA 98108,1
3,2.5,1560,1560,2,2003,Maple Valley,WA 98038,1
4,2.25,1940,1940,2,1990,Federal Way,WA 98023,1
2,2,1651,1651,1,1946,Vashon,WA 98070,1
4,2.5,2009,2009,2,2014,Auburn,WA 98092,2
2,1.5,1010,1010,2,1981,Renton,WA 98056,2
4,1,1150,1150,1.5,1947,Shoreline,WA 98155,2
3,2.5,1780,1230,1,1990,Seattle,WA 98106,2
4,1,1740,1740,1.5,1965,Shoreline,WA 98133,2
3,1.75,1420,1100,1,1984,Renton,WA 98056,2
4,2.5,1930,1930,2,1992,Kent,WA 98031,2
2,1,1740,950,1,1924,Seattle,WA 98118,2
3,1.75,2430,1410,1,1978,Renton,WA 98059,2
3,1.75,1540,920,1,1955,Shoreline,WA 98155,2
2,0.75,1392,1392,1.5,1978,Vashon,WA 98070,2
3,1.75,1890,1890,2,1952,Shoreline,WA 98133,2
4,2,1630,1630,1,1968,Woodinville,WA 98077,2
3,1.75,1520,1520,1,1976,Bothell,WA 98011,2
4,2.5,1960,1960,2,2002,Renton,WA 98056,2
4,2.5,2210,2210,2,1999,Burien,WA 98148,2
3,1.5,1530,1530,1,1975,Lake Forest Park,WA 98155,2
4,1.5,1680,1130,1,1959,Shoreline,WA 98177,2
4,1.75,1720,860,1,1971,Kirkland,WA 98034,2
4,2.75,1940,1940,2,1990,Maple Valley,WA 98038,2
4,2.5,2530,1440,1,1978,Bothell,WA 98011,2
2,1,1100,1100,1,1926,Seattle,WA 98144,2
3,2.5,2090,2090,2,2000,Renton,WA 98056,2
4,1,1390,1390,1.5,1941,Seattle,WA 98177,2
3,2.5,2340,2340,2,1995,Kenmore,WA 98028,2
3,3.25,1410,1410,3,2005,Seattle,WA 98103,2
3,1.5,2010,1570,1,1951,Seattle,WA 98125,2
3,1.75,1870,1270,1,1959,Seattle,WA 98118,2
5,2.25,1970,1450,1,1986,Fall City,WA 98024,2
3,1.5,1290,1290,3,2000,Seattle,WA 98103,2
2,1,1470,1020,1,1941,Seattle,WA 98103,2
3,1.75,2290,1620,1,1965,Lake Forest Park,WA 98155,2
5,2.5,2732,1870,1,1975,Federal Way,WA 98003,2
4,1.75,2320,1140,1,1910,Seattle,WA 98144,2
4,2,1210,1210,1,1955,Bellevue,WA 98006,2
4,2.5,3020,3020,2,1994,Covington,WA 98042,2
3,2,2220,1640,2,1980,Issaquah,WA 98027,2
3,2.5,1800,1800,2,1996,Kirkland,WA 98034,3
3,2,2110,1080,1,1919,Seattle,WA 98118,3
5,2.75,2880,2880,2,2006,Renton,WA 98059,3
4,2.75,2790,2790,2,2013,North Bend,WA 98045,3
3,2,2180,1680,1.5,1930,Seattle,WA 98126,3
4,2,2180,1020,1,1900,Seattle,WA 98122,3
4,1.75,2440,1340,1,1954,Seattle,WA 98117,3
5,3,3670,2060,1,1952,Lake Forest Park,WA 98155,3
4,2,2750,2250,1.5,1916,Seattle,WA 98125,3
4,4.5,3870,2530,2,2001,Issaquah,WA 98027,3
4,2.75,2490,1400,1,1983,Bothell,WA 98011,3
4,2.25,2560,2560,2,1973,Kirkland,WA 98034,3
3,1.75,2050,1460,1,1962,Bellevue,WA 98006,3
3,2.5,2510,2510,2,1996,Sammamish,WA 98075,3
3,1.75,1820,1620,1,1957,Seattle,WA 98115,3
3,1.75,1760,1460,1,1960,Seattle,WA 98136,3
3,2.5,2550,2550,2,2001,Redmond,WA 98053,3
4,3.5,3510,3510,2,2001,Snoqualmie,WA 98065,3
3,2.75,2540,2540,2,2005,Sammamish,WA 98074,3
5,2.75,3100,3100,2,1950,Seattle,WA 98125,4
3,2,2080,1160,1,1954,Seattle,WA 98117,3
3,3.5,2440,1990,2,2000,Bellevue,WA 98005,4
3,2.5,3000,3000,2,1995,Redmond,WA 98053,4
4,3.25,3490,3490,2,2006,Sammamish,WA 98075,4
5,3.25,2750,2150,2,1937,Kirkland,WA 98033,4
4,2.5,3700,2620,1,1988,Bellevue,WA 98006,4
4,2.5,3340,2470,2,1998,Seattle,WA 98126,4
5,2.5,2550,1610,1,1953,Bellevue,WA 98004,4
4,2.5,2580,2580,2,2013,Kirkland,WA 98033,4
6,3.75,2930,2930,2,2013,Bellevue,WA 98006,4
5,4,3760,3760,2,1983,Kirkland,WA 98033,4
5,3.25,3230,2480,2,2014,Seattle,WA 98117,4
3,3,2940,2230,2,1988,Seattle,WA 98105,4
5,3.75,3630,2470,1.5,2004,Kirkland,WA 98033,4
4,2.5,3040,3040,2,2001,Mercer Island,WA 98040,4
5,3.25,5270,4010,2,1977,Mercer Island,WA 98040,4
1,1,620,620,1,1939,Seattle,WA 98106,1
2,1,700,700,1,1953,Renton,WA 98056,1
3,1.75,1570,1310,1,1977,Covington,WA 98042,1
3,1,1050,1050,1,1942,Seattle,WA 98146,1
3,2,1640,1640,1.5,1910,Auburn,WA 98002,1
3,1.5,1360,1360,1.5,1984,North Bend,WA 98045,1
5,1.5,1510,1510,1,1959,SeaTac,WA 98168,1
2,1.5,982,806,2,2006,Seattle,WA 98133,1
3,1.5,1160,1160,1,1962,Seattle,WA 98118,1
2,1,1350,1350,1,1952,North Bend,WA 98045,1
3,2.5,1860,1860,2,1989,Federal Way,WA 98023,1
3,2.5,1870,1870,2,2005,Kent,WA 98042,1
3,1.75,1520,1520,1,1968,Maple Valley,WA 98038,1
2,1,860,860,1,1931,Renton,WA 98057,1
4,2.75,2414,2414,2,2006,Auburn,WA 98002,1
5,3.5,2100,1410,2,1999,Seattle,WA 98178,1
3,2.5,2250,2250,2,1994,Auburn,WA 98092,2
3,1,1160,1160,1,1952,Seattle,WA 98125,2
3,1.75,1790,1130,1,1978,Snoqualmie,WA 98065,2
3,2.5,2456,2456,2,2012,Federal Way,WA 98023,2
3,2.5,2210,2210,2,1989,Federal Way,WA 98023,2
2,1,720,720,1,1942,Seattle,WA 98117,2
4,2.25,2030,1230,1,1963,Renton,WA 98059,2
3,2.5,1430,1430,3,2002,Seattle,WA 98103,2
3,3.25,1460,1130,2,2006,Seattle,WA 98126,2
3,1.75,1170,1170,1,1962,Shoreline,WA 98155,2
3,1,940,940,1,1965,Redmond,WA 98052,2
3,1,890,890,1,1951,Seattle,WA 98125,2
3,2,1370,1370,1,1964,Shoreline,WA 98133,2
3,1.5,1460,1460,1,1954,Lake Forest Park,WA 98155,2
3,1.5,1270,1080,2,2004,Seattle,WA 98199,2
3,2,1640,1640,1,1948,Seattle,WA 98125,2
4,2.5,2550,2550,2,2009,Renton,WA 98059,2
4,1,1860,1860,1.5,1901,Seattle,WA 98112,2
3,2.5,1420,1420,3,2004,Seattle,WA 98133,2
4,2.5,2300,2300,1,1955,North Bend,WA 98045,2
4,2.5,3170,3170,2,2001,Auburn,WA 98001,2
3,2,2060,1030,1,1929,Seattle,WA 98126,2
4,2.5,2180,2180,2,1989,Renton,WA 98059,2
4,2.5,2090,1320,1,1965,Shoreline,WA 98133,2
4,1.75,1470,980,1,1955,Seattle,WA 98125,2
3,2.25,1630,1630,2,2005,Issaquah,WA 98029,2
6,5,3440,3280,2,2007,Renton,WA 98057,2
3,1.75,1720,1220,1,1986,Seattle,WA 98136,3
3,2.5,3370,3200,2,1951,Shoreline,WA 98133,3
4,3.5,2550,2550,2,2007,Snoqualmie,WA 98065,3
3,1.75,1730,1400,1,1980,Redmond,WA 98052,3
2,1.75,1640,840,1,1921,Seattle,WA 98105,3
3,1.75,1550,1050,1,1927,Seattle,WA 98117,3
5,2.25,2520,2520,2,1978,Issaquah,WA 98027,3
3,2.5,2180,1850,1,1979,Sammamish,WA 98075,3
3,3.5,1650,1650,3,2010,Seattle,WA 98103,3
3,2.5,1990,1990,2,2004,Sammamish,WA 98075,3
3,2.5,2600,2600,2,1988,Bothell,WA 98011,3
4,2.75,2240,2240,1.5,1976,Sammamish,WA 98075,3
4,2,1680,980,1,1950,Seattle,WA 98115,3
4,2,2090,1790,1.5,1927,Seattle,WA 98115,3
4,2.75,4140,4140,2,2002,Auburn,WA 98092,3
6,3,4250,3020,2.5,1902,Seattle,WA 98118,3
3,2.75,2500,1390,1,1948,Seattle,WA 98177,4
4,1.75,2460,1450,1.5,1909,Seattle,WA 98115,4
4,2.75,2490,1490,2,1979,Seattle,WA 98125,4
4,2.5,2810,2810,2,1997,Sammamish,WA 98075,4
3,1.75,2430,1230,1,1949,Mercer Island,WA 98040,4
3,3.5,4500,4500,2,2004,Auburn,WA 98092,4
3,1.5,2210,2210,1.5,1916,Seattle,WA 98144,4
4,3.75,2690,2120,2,1909,Seattle,WA 98119,4
4,2.5,3280,3280,2,2001,Sammamish,WA 98074,4
4,2.75,3370,1920,1,1948,Seattle,WA 98144,4
3,2.5,2070,1270,1.5,1910,Seattle,WA 98102,4
4,2.5,3320,2650,2,1977,Bellevue,WA 98006,4
4,2.5,3470,3470,2,1995,Woodinville,WA 98077,4
5,3,2510,1590,1.5,1925,Seattle,WA 98144,4
4,2.5,3760,3760,2,1987,Redmond,WA 98052,4
5,3.5,4210,4210,2,1995,Bellevue,WA 98006,4
5,6.25,8670,6120,2,1965,Seattle,WA 98177,4
2,1,820,820,1,1965,Renton,WA 98055,1
4,1.75,1200,1200,1,1968,Auburn,WA 98092,1
4,1.5,1130,1130,1,1970,Federal Way,WA 98023,1
2,1,910,910,1,1957,Renton,WA 98058,1
2,1,1100,1100,1,1947,Shoreline,WA 98155,1
3,1.75,1840,1500,1,1985,Kent,WA 98030,1
4,2.5,1770,1770,2,2003,Maple Valley,WA 98038,1
4,1.5,1490,1490,2,1966,Des Moines,WA 98198,1
4,2.5,2210,1490,1,1990,Auburn,WA 98092,1
3,2.5,1970,1970,2,1988,Auburn,WA 98092,1
3,3.25,1470,1180,2,2008,Seattle,WA 98108,2
4,2.5,2490,2490,2,2001,Auburn,WA 98092,2
5,3,1880,1100,1,1997,Seattle,WA 98106,2
2,1.5,1070,1070,2,1999,Seattle,WA 98103,2
3,2.5,1880,1880,2,1993,Kent,WA 98031,2
2,1,970,970,1,1908,Seattle,WA 98118,2
4,2.5,1910,1910,1,1963,Renton,WA 98059,2
2,2.25,1170,1170,2,2009,Issaquah,WA 98027,2
3,2,2080,2080,1,2002,Enumclaw,WA 98022,2
3,1,1060,1060,1,1966,Redmond,WA 98052,2
4,2.25,2300,1340,1.5,1904,Seattle,WA 98144,2
3,3.25,1651,1341,2,2008,Seattle,WA 98133,2
2,1,1220,1220,1,1947,Kirkland,WA 98033,2
3,1.75,1800,900,1,1950,Shoreline,WA 98155,2
3,1.75,1590,970,1.5,1938,Kirkland,WA 98034,2
3,1,1180,1180,1,1948,Seattle,WA 98177,2
3,1,1330,900,1,1984,Sammamish,WA 98074,2
4,1.75,1890,1110,1,1947,Seattle,WA 98125,2
3,3.5,1240,1000,2,2008,Seattle,WA 98136,2
5,3.5,3690,2540,2,2006,Sammamish,WA 98074,2
3,1,1710,1200,1.5,1926,Seattle,WA 98133,2
3,2.75,1560,1030,1,1972,Kirkland,WA 98034,2
5,1.75,2460,1340,1.5,1911,Seattle,WA 98108,2
2,1.5,1630,890,1,1940,Seattle,WA 98107,2
5,2,1940,1940,1.5,1957,Shoreline,WA 98177,2
3,2.5,1250,1250,3,2005,Seattle,WA 98103,2
4,2.5,2470,2470,2,1989,Auburn,WA 98092,2
4,2.25,2640,2640,1,1986,Auburn,WA 98092,2
4,2.5,2140,2140,2,2003,Seattle,WA 98133,2
3,2,1769,1769,1,1955,Normandy Park,WA 98166,2
5,2.75,2990,2990,2,1996,Renton,WA 98059,2
3,1.75,1970,1370,1,1976,Renton,WA 98057,3
3,1.75,1600,1600,1,1967,Kirkland,WA 98034,3
3,2.5,2120,2120,2,1988,Bothell,WA 98011,3
3,1,1510,1510,1.5,1909,Seattle,WA 98105,3
4,1.75,1880,1090,1.5,1944,Seattle,WA 98107,3
3,2.25,1710,1710,2,2004,Issaquah,WA 98029,3
2,1,1510,1310,1.5,1935,Seattle,WA 98199,3
4,2.5,3140,1770,1,1966,Renton,WA 98057,3
5,2,2060,2060,2,1903,Seattle,WA 98105,3
3,2.5,1910,1530,2.5,2007,Seattle,WA 98199,3
4,1.75,1870,1200,2,1937,Seattle,WA 98115,3
5,2.75,2820,1450,1,1967,Seattle,WA 98117,3
4,2.25,2180,2180,2,1984,Sammamish,WA 98074,3
2,1,1430,1300,1.5,1929,Seattle,WA 98112,3
3,2.5,2480,2480,2,2000,Redmond,WA 98052,3
4,2,2710,1460,1,1919,Seattle,WA 98115,3
3,3,2340,2160,2,1925,Seattle,WA 98103,3
3,2.5,2050,1730,1,1956,Seattle,WA 98116,3
3,2,2460,1370,1,1952,Seattle,WA 98136,3
3,2.5,2570,2570,2.5,2007,Issaquah,WA 98029,3
4,2.5,2683,2683,2,1987,Redmond,WA 98052,3
4,2.5,3280,3280,2,1996,Redmond,WA 98053,3
3,2.75,1900,1410,1,1942,Seattle,WA 98105,4
3,1.75,2110,2110,1,1961,Mercer Island,WA 98040,4
3,3.5,3950,2460,1.5,1989,Redmond,WA 98053,4
4,2.5,3010,3010,2,2005,Redmond,WA 98052,4
4,3.25,2420,1870,1.5,1911,Seattle,WA 98105,4
3,2,2420,1500,1,1979,Kirkland,WA 98034,4
3,3,2790,1600,2,1977,Des Moines,WA 98198,4
4,3.25,3960,3960,2,2005,Sammamish,WA 98075,4
4,2.25,2460,2460,1,1957,Bellevue,WA 98007,4
4,2.5,2370,2370,2,2003,Bellevue,WA 98004,4
4,2.5,3270,3270,2,1989,Bellevue,WA 98006,4
0,0,3064,3064,3.5,1990,Seattle,WA 98102,4
4,2.5,3200,1860,1.5,1948,Seattle,WA 98115,4
4,2.5,5730,4280,2,1991,Sammamish,WA 98074,4
5,4,4410,4410,2,2006,Redmond,WA 98052,4
4,3.75,4030,4030,2,2006,Kirkland,WA 98033,4
3,1,1270,1270,1.5,1944,Seattle,WA 98178,1
3,1,1290,1290,1,1976,Federal Way,WA 98023,1
3,1,1340,1340,1,1978,Kent,WA 98030,1
2,1.75,1440,1440,1,1978,Des Moines,WA 98198,1
2,1,710,710,1,1943,Seattle,WA 98178,1
2,1,930,930,1,1986,SeaTac,WA 98168,1
3,1.75,1900,950,1,1980,SeaTac,WA 98168,1
3,2.25,1400,1400,2,2012,Covington,WA 98042,1
4,2.5,1930,1120,1,1981,Auburn,WA 98001,1
4,1.75,1900,1900,1,1958,Auburn,WA 98002,1
3,1.75,1840,920,1,1905,Seattle,WA 98118,1
3,1.75,1180,1180,1,1962,Renton,WA 98059,1
4,2.5,2700,1560,1,1966,Kent,WA 98030,2
3,2,2020,1220,1,1957,Seattle,WA 98125,2
3,1,1280,1280,1.5,1947,Shoreline,WA 98155,2
3,1.5,1210,610,1,1983,Seattle,WA 98106,2
4,2.5,1880,1880,2,2000,Maple Valley,WA 98038,2
3,2.5,2070,2070,2,1997,Kent,WA 98030,2
3,2.5,1070,720,2,2005,Seattle,WA 98116,2
2,1.5,1800,1240,1,1987,Auburn,WA 98092,2
3,1.75,1820,1230,1,1976,Lake Forest Park,WA 98155,2
3,1.5,1650,1100,1,1961,Seattle,WA 98125,2
4,2.5,2220,2220,2,2001,Renton,WA 98059,2
3,2.25,1410,1290,2,2005,Issaquah,WA 98027,2
4,2.5,2540,1870,2,2000,Renton,WA 98055,2
3,2.25,1920,1060,1,1921,Seattle,WA 98133,2
4,2.5,2050,2050,2,2006,Renton,WA 98059,2
4,2.5,1750,1750,2,2009,Kenmore,WA 98028,2
4,2.5,2690,2690,2,1993,Renton,WA 98058,2
3,2,1910,1910,1.5,1971,Sammamish,WA 98074,2
3,1.75,1500,1500,1,1997,Kirkland,WA 98034,2
4,2.25,2010,1220,1,1974,Kirkland,WA 98034,2
4,2.25,2630,2630,2,1979,Kent,WA 98042,2
3,1.75,1850,1100,1,1919,Burien,WA 98166,2
3,2.25,1580,1200,1,1981,Sammamish,WA 98074,2
3,2.5,1580,1580,2,1985,Issaquah,WA 98029,2
3,1.75,1760,1230,1,1967,Bellevue,WA 98005,2
3,1,1830,1430,1.5,1926,Seattle,WA 98103,2
4,2.75,2020,1010,1,1958,Seattle,WA 98126,3
3,1,1540,1200,1.5,1926,Seattle,WA 98117,3
5,3,3610,3610,2,2003,Maple Valley,WA 98038,3
3,1.75,1640,1090,1,1948,Seattle,WA 98126,3
3,3,1384,1144,2,2006,Seattle,WA 98102,3
3,2.5,2040,2040,2,1992,Redmond,WA 98052,3
3,1,1870,1580,1.5,1927,Seattle,WA 98107,3
4,3,2440,2440,2,1961,Kirkland,WA 98034,3
3,2,2250,1250,1,1925,Seattle,WA 98116,3
4,2.5,2010,2010,2,1989,Issaquah,WA 98029,3
3,1.75,2350,1800,1,1978,Sammamish,WA 98074,3
5,2.75,3320,2190,2,1975,Woodinville,WA 98072,3
4,2.5,2790,2790,2,1989,Woodinville,WA 98077,3
4,2.75,3650,3650,1.5,1978,Woodinville,WA 98077,3
3,2,2910,1920,2,1900,Seattle,WA 98118,4
5,2.5,3210,1830,1,1968,Bellevue,WA 98007,4
3,2.5,2300,1510,1.5,1930,Seattle,WA 98115,4
4,2.5,2420,1700,1,1958,Burien,WA 98146,4
4,2,3140,1940,1,1939,Seattle,WA 98199,4
4,3.5,3200,2670,2,2007,Issaquah,WA 98029,4
3,2.5,2860,2860,2,2000,Seattle,WA 98199,4
3,1.75,1980,1320,1,1952,Bellevue,WA 98008,4
5,3.5,2320,1720,2,1926,Seattle,WA 98103,4
4,2.5,4120,4120,2,1997,Sammamish,WA 98074,4
4,2.5,3670,3670,2,1999,Sammamish,WA 98074,4
4,2.25,2770,2770,2,1974,Mercer Island,WA 98040,4
5,2.5,2350,2350,2,1993,Seattle,WA 98112,4
4,2.5,3770,3770,2,1989,Redmond,WA 98053,4
5,2.75,3100,1660,1,1973,Mercer Island,WA 98040,4
4,2.5,2750,1960,2,1905,Seattle,WA 98103,4
5,1.5,2540,2340,2,1954,Seattle,WA 98136,4
5,2.25,4200,2910,2.5,1906,Seattle,WA 98112,4
3,2.5,4310,2510,1.5,1982,Shoreline,WA 98177,4
3,1.75,1430,1430,1,1950,Seattle,WA 98125,2
3,2,1510,1070,1,1972,Kirkland,WA 98034,2
2,1,1980,1090,1,1923,Seattle,WA 98144,2
4,2.75,2360,2360,2,2008,Kenmore,WA 98028,3
3,2.5,1930,1930,2,2005,Seattle,WA 98125,3
4,2.75,2450,2450,2,2010,Issaquah,WA 98029,4
5,2.75,2920,1660,1,1968,Issaquah,WA 98027,4
4,2.5,2960,2960,2,1985,Woodinville,WA 98072,4
3,2.5,1890,1730,2,2002,Tukwila,WA 98168,1
3,1,1110,1110,1,1957,Bellevue,WA 98008,2
5,3,2430,1370,1,1957,Bellevue,WA 98008,3
3,2,1900,950,1,1940,Seattle,WA 98115,3
3,1.75,2140,1290,1,1953,Bellevue,WA 98004,3
4,2.5,2700,2700,2,1990,Issaquah,WA 98029,3
3,1.5,1230,1230,1,1949,Burien,WA 98168,1
2,1,760,760,1.5,1947,Seattle,WA 98168,1
