city,number of rooms,security level of the community,residence space,aboveground space ,noise level,building year,total cost
Sammamish,3,2.0,2260,1780,1.0,1985,539000.0
Seattle,4,2.5,2040,2040,2.0,1990,545000.0
Seattle,3,1.5,1900,1640,1.5,1926,550000.0
Newcastle,3,2.5,2400,2400,2.0,1993,570000.0
Issaquah,4,2.5,2430,2430,2.0,2008,585000.0
Snoqualmie,4,2.5,2630,2630,2.0,2008,589499.9999
Seattle,4,2.5,1990,1680,2.0,2005,594999.9999
Redmond,4,2.5,2560,2560,2.0,2001,599999.9999
Sammamish,4,2.5,2840,2840,2.0,1990,649999.9999
Seattle,3,1.75,1980,1140,1.5,1926,660000.0
Shoreline,3,2.25,2270,1820,1.0,1975,679999.9999
Bellevue,3,2.5,2550,2550,2.0,1990,715000.0001
Kirkland,4,2.75,3010,3010,2.0,2014,723243.75
Seattle,4,2.5,2820,2050,2.0,2013,735000.0001
Seattle,4,3.0,2720,1800,2.0,1919,739000.0
Redmond,3,2.5,2670,2670,2.0,1986,744000.0
Shoreline,5,2.5,4600,2300,1.0,1956,805000.0
Bellevue,4,2.0,2230,2230,1.5,1959,809949.9999
Redmond,2,2.0,2280,2280,1.0,2002,835000.0
Sammamish,5,2.75,3030,3030,2.0,2014,837219.0001
Sammamish,4,3.0,3240,3240,2.0,2013,895000.0
Seattle,4,2.75,2880,1710,1.5,1928,919999.9999
Sammamish,4,2.5,4150,4150,2.0,2014,969989.9999
Burien,4,3.25,3450,2430,2.0,1960,1035000.0
Kenmore,5,2.75,4400,2250,1.0,1963,1120000.0
Seattle,4,3.5,3010,2370,2.0,1999,1280000.0
Issaquah,4,4.0,4270,3180,2.0,2004,1300000.0
Bellevue,4,3.5,4280,4280,2.0,2005,1337044.2
Renton,4,2.5,3070,3070,2.0,2006,462000.0001
Seattle,3,3.0,1730,1730,3.0,1985,490000.0001
Sammamish,4,2.5,2460,2460,2.0,1998,568500.0
Issaquah,6,2.5,3820,2040,1.0,1974,611000.0
Renton,4,2.5,1811,1811,2.0,2007,259999.9999
Seattle,2,1.0,1440,960,1.0,1915,445000.0
Seattle,3,1.0,1300,1300,1.5,1927,455000.0
Woodinville,4,2.25,2450,2450,2.0,1976,510000.0
Renton,3,2.75,3400,2470,2.0,2009,529999.9999
Bothell,5,3.0,2870,2090,2.0,2007,540000.0
Issaquah,4,2.5,1780,1780,2.0,1994,540000.0
Snoqualmie,3,2.5,2300,2300,2.0,2001,567499.9999
Redmond,4,2.25,2370,2370,2.0,1979,684680.0
Federal Way,4,1.75,1980,1480,1.0,1978,213000.0001
Renton,3,1.5,1150,1150,1.0,1963,213400.0
Federal Way,4,1.75,1300,1300,1.0,1969,229950.0001
SeaTac,3,1.0,1330,1330,1.0,1948,234999.0
Burien,3,1.0,1590,1590,1.5,1944,235000.0
Auburn,3,1.75,1330,1330,1.0,1998,236000.0
Seattle,4,1.0,1910,1910,1.5,1934,240000.0001
Enumclaw,5,1.5,2520,1510,1.5,1928,250000.0
Federal Way,3,2.25,2210,2210,2.0,1969,250250.0
Des Moines,2,1.0,1200,1200,1.0,1917,255000.0
Redmond,4,2.0,2030,2030,1.0,1976,259950.0001
Duvall,2,1.0,1000,1000,1.0,1960,264999.9999
Auburn,4,2.75,1990,1270,1.0,1999,270000.0
Auburn,3,2.25,1680,1680,2.0,1987,285000.0
Tukwila,3,1.5,1860,1200,1.0,1963,288350.0
Renton,4,3.0,2390,2390,2.0,1974,290000.0
Kent,4,2.5,1980,1980,2.0,2003,307550.0
Seattle,3,2.5,1480,1150,2.0,2010,315000.0
Duvall,3,2.0,1350,1350,1.0,1986,325000.0
Renton,4,1.75,1920,1500,1.0,1975,341000.0
Seattle,2,1.5,1340,1120,2.0,2008,345000.0
Seattle,3,2.5,1210,1210,3.0,2008,345000.0
Sammamish,3,1.75,1240,1240,1.0,1978,347000.0
Seattle,2,1.75,1060,960,2.0,2008,352750.0
Kent,3,3.0,2500,2500,2.0,1997,364899.9999
Seattle,3,2.5,1800,1800,2.0,2011,365000.0
Auburn,4,2.75,2190,2190,2.0,1993,367300.0001
Kenmore,3,1.75,1710,1710,1.0,1958,368000.0
Renton,4,1.5,2020,2020,1.0,1960,379000.0
Kirkland,3,1.75,1230,1230,1.0,1987,385000.0
Renton,4,1.75,2700,2700,1.5,1968,390000.0
Seattle,3,2.5,1720,1240,2.0,2004,398000.0
Renton,4,3.5,2370,2370,2.5,2013,400000.0001
Seattle,2,1.0,1140,1140,1.0,1942,400000.0
Snoqualmie,3,2.5,1960,1960,2.0,2006,410000.0
Seattle,3,1.0,1410,910,1.0,1956,410000.0
Seattle,3,2.0,1310,780,1.0,1986,428000.0
Seattle,3,2.25,1890,1230,1.0,1973,434999.9999
Seattle,3,1.75,2240,1120,1.0,1948,440000.0
Duvall,4,2.5,2170,2170,2.0,1992,442500.0
Seattle,3,1.75,1640,1110,1.0,1940,450000.0
North Bend,4,2.5,2330,2330,2.0,1998,470999.9999
Lake Forest Park,4,2.75,1980,1980,1.0,1952,475000.0
Burien,4,1.75,2220,2220,2.0,1964,480000.0
Seattle,3,3.5,1500,1240,2.0,2004,489000.0
Bellevue,4,1.75,2240,2240,1.5,1965,500000.0
Bellevue,3,1.75,1300,1300,1.0,1963,502000.0
Issaquah,3,3.0,2470,2470,2.0,1980,525000.0
Sammamish,3,2.5,1900,1900,2.0,2005,536000.0
Renton,3,2.25,2190,1240,1.0,1963,539949.9999
Seattle,4,2.5,2700,1440,1.0,1968,549999.9999
Sammamish,3,2.5,2260,2260,2.0,2005,550000.0
Seattle,2,2.5,1380,1380,3.0,2006,552000.0
Bellevue,3,1.75,1760,1760,1.0,1977,554000.0
Seattle,3,1.5,2070,1140,1.0,1948,559000.0
Duvall,4,2.5,2800,2800,2.0,2001,563499.9999
Seattle,3,1.75,2050,1070,1.0,1977,568000.0
Redmond,2,2.0,1870,1870,1.0,2003,579000.0
Kent,4,3.5,3730,2440,2.0,1991,599950.0
Duvall,3,2.5,2630,2630,2.0,2004,600000.0001
Woodinville,3,2.5,2670,2670,2.0,1981,605000.0001
Maple Valley,4,2.5,3190,3190,2.0,2006,609899.9999
Seattle,3,2.5,2590,2590,2.0,2004,620000.0001
Bellevue,3,1.75,2210,1390,1.0,1958,625000.0
Sammamish,3,2.5,2140,2140,2.0,1991,639999.9999
Issaquah,4,2.5,2380,2380,2.0,1992,647999.9999
Woodinville,4,2.5,2350,2350,2.0,1994,649950.0001
Sammamish,4,3.0,3150,3150,2.0,2000,700000.0001
Carnation,4,2.5,2800,2800,2.0,1999,739000.0007
Redmond,4,2.5,2610,2610,2.0,1988,743699.9999
Seattle,4,3.25,2050,1370,2.0,1987,750000.0
Seattle,4,2.5,2030,1630,1.5,1926,831000.0001
Bellevue,3,2.5,2630,1580,1.0,1967,852500.0
Woodinville,4,2.25,3160,3160,1.0,1981,965000.0001
Seattle,4,2.5,2730,2230,1.5,1909,979999.9999
Bellevue,3,2.5,2850,1730,1.0,1954,1150000.0
Medina,4,2.5,2740,2740,2.0,1984,1225000.0
Mercer Island,4,2.5,4250,3260,2.0,1972,1339000.0
Mercer Island,4,3.25,3300,3300,2.0,1985,1350000.0
Bellevue,5,3.5,4220,2110,1.0,1958,1635000.0
Bellevue,4,3.25,4130,4130,2.0,1978,1900000.0
Renton,4,1.0,1120,860,1.0,1939,99999.99997
Seattle,4,1.0,1200,1200,1.5,1944,135333.3333
Des Moines,3,1.0,1010,1010,1.0,1959,149500.0
Burien,3,1.0,970,970,1.0,1965,165000.0
Auburn,3,1.75,1330,1330,1.0,1973,183000.0
Auburn,3,1.0,920,920,1.0,1962,199500.0
Federal Way,3,1.0,970,970,1.0,1967,219900.0
Covington,3,1.75,1760,920,1.0,1979,225000.0
Kent,3,1.75,1590,1130,1.0,1984,250000.0
Kent,3,2.0,1320,1320,1.0,1975,251750.0
Tukwila,3,1.75,2040,1020,1.0,1962,253000.0
Seattle,2,1.0,1380,870,1.0,1943,268000.0
Maple Valley,3,2.5,1560,1560,2.0,2003,269000.0
Federal Way,4,2.25,1940,1940,2.0,1990,278499.9999
Vashon,2,2.0,1651,1651,1.0,1946,285000.0
Auburn,4,2.5,2009,2009,2.0,2014,303210.0
Renton,2,1.5,1010,1010,2.0,1981,306888.0
Shoreline,4,1.0,1150,1150,1.5,1947,307000.0
Seattle,3,2.5,1780,1230,1.0,1990,310000.0
Shoreline,4,1.0,1740,1740,1.5,1965,310000.0001
Renton,3,1.75,1420,1100,1.0,1984,310000.0
Kent,4,2.5,1930,1930,2.0,1992,315000.0
Seattle,2,1.0,1740,950,1.0,1924,315000.0
Renton,3,1.75,2430,1410,1.0,1978,335000.0
Shoreline,3,1.75,1540,920,1.0,1955,345000.0
Vashon,2,0.75,1392,1392,1.5,1978,350000.0001
Shoreline,3,1.75,1890,1890,2.0,1952,359950.0
Woodinville,4,2.0,1630,1630,1.0,1968,360000.0
Bothell,3,1.75,1520,1520,1.0,1976,366000.0
Renton,4,2.5,1960,1960,2.0,2002,369990.0
Burien,4,2.5,2210,2210,2.0,1999,374999.9999
Lake Forest Park,3,1.5,1530,1530,1.0,1975,375500.0
Shoreline,4,1.5,1680,1130,1.0,1959,380000.0
Kirkland,4,1.75,1720,860,1.0,1971,385000.0
Maple Valley,4,2.75,1940,1940,2.0,1990,392000.0
Bothell,4,2.5,2530,1440,1.0,1978,400000.0
Seattle,2,1.0,1100,1100,1.0,1926,403000.0
Renton,3,2.5,2090,2090,2.0,2000,415000.0
Seattle,4,1.0,1390,1390,1.5,1941,417500.0
Kenmore,3,2.5,2340,2340,2.0,1995,426089.9999
Seattle,3,3.25,1410,1410,3.0,2005,429000.0
Seattle,3,1.5,2010,1570,1.0,1951,429950.0
Seattle,3,1.75,1870,1270,1.0,1959,433000.0
Fall City,5,2.25,1970,1450,1.0,1986,435000.0
Seattle,3,1.5,1290,1290,3.0,2000,440000.0
Seattle,2,1.0,1470,1020,1.0,1941,458663.8888
Lake Forest Park,3,1.75,2290,1620,1.0,1965,469999.9999
Federal Way,5,2.5,2732,1870,1.0,1975,479999.9999
Seattle,4,1.75,2320,1140,1.0,1910,480000.0
Bellevue,4,2.0,1210,1210,1.0,1955,483300.0
Covington,4,2.5,3020,3020,2.0,1994,489999.9999
Issaquah,3,2.0,2220,1640,2.0,1980,490000.0001
Kirkland,3,2.5,1800,1800,2.0,1996,515000.0
Seattle,3,2.0,2110,1080,1.0,1919,516200.0001
Renton,5,2.75,2880,2880,2.0,2006,525000.0
North Bend,4,2.75,2790,2790,2.0,2013,533112.0001
Seattle,3,2.0,2180,1680,1.5,1930,555000.0
Seattle,4,2.0,2180,1020,1.0,1900,558000.0
Seattle,4,1.75,2440,1340,1.0,1954,566000.0
Lake Forest Park,5,3.0,3670,2060,1.0,1952,569000.0
Seattle,4,2.0,2750,2250,1.5,1916,571000.0
Issaquah,4,4.5,3870,2530,2.0,2001,589900.0001
Bothell,4,2.75,2490,1400,1.0,1983,608000.0001
Kirkland,4,2.25,2560,2560,2.0,1973,650000.0001
Bellevue,3,1.75,2050,1460,1.0,1962,655275.0
Sammamish,3,2.5,2510,2510,2.0,1996,658999.9999
Seattle,3,1.75,1820,1620,1.0,1957,659500.0001
Seattle,3,1.75,1760,1460,1.0,1960,680000.0
Redmond,3,2.5,2550,2550,2.0,2001,694999.9999
Snoqualmie,4,3.5,3510,3510,2.0,2001,695000.0
Sammamish,3,2.75,2540,2540,2.0,2005,694999.9999
Seattle,5,2.75,3100,3100,2.0,1950,700000.0001
Seattle,3,2.0,2080,1160,1.0,1954,699999.9999
Bellevue,3,3.5,2440,1990,2.0,2000,710000.0001
Redmond,3,2.5,3000,3000,2.0,1995,740000.0001
Sammamish,4,3.25,3490,3490,2.0,2006,745000.0
Kirkland,5,3.25,2750,2150,2.0,1937,750000.0001
Bellevue,4,2.5,3700,2620,1.0,1988,812650.0
Seattle,4,2.5,3340,2470,2.0,1998,870000.0
Bellevue,5,2.5,2550,1610,1.0,1953,895000.0
Kirkland,4,2.5,2580,2580,2.0,2013,899899.9999
Bellevue,6,3.75,2930,2930,2.0,2013,915000.0
Kirkland,5,4.0,3760,3760,2.0,1983,1025000.0
Seattle,5,3.25,3230,2480,2.0,2014,1059500.0
Seattle,3,3.0,2940,2230,2.0,1988,1070000.0
Kirkland,5,3.75,3630,2470,1.5,2004,1180000.0
Mercer Island,4,2.5,3040,3040,2.0,2001,1230000.0
Mercer Island,5,3.25,5270,4010,2.0,1977,1795000.0
Seattle,1,1.0,620,620,1.0,1939,148000.0
Renton,2,1.0,700,700,1.0,1953,200000.0
Covington,3,1.75,1570,1310,1.0,1977,214950.0
Seattle,3,1.0,1050,1050,1.0,1942,220000.0
Auburn,3,2.0,1640,1640,1.5,1910,234000.0
North Bend,3,1.5,1360,1360,1.5,1984,240000.0
SeaTac,5,1.5,1510,1510,1.0,1959,248000.0
Seattle,2,1.5,982,806,2.0,2006,250000.0
Seattle,3,1.5,1160,1160,1.0,1962,262500.0
North Bend,2,1.0,1350,1350,1.0,1952,276900.0
Federal Way,3,2.5,1860,1860,2.0,1989,279999.9999
Kent,3,2.5,1870,1870,2.0,2005,285000.0001
Maple Valley,3,1.75,1520,1520,1.0,1968,290000.0001
Renton,2,1.0,860,860,1.0,1931,290300.0
Auburn,4,2.75,2414,2414,2.0,2006,292000.0
Seattle,5,3.5,2100,1410,2.0,1999,295000.0
Auburn,3,2.5,2250,2250,2.0,1994,308900.0
Seattle,3,1.0,1160,1160,1.0,1952,317000.0
Snoqualmie,3,1.75,1790,1130,1.0,1978,324999.9998
Federal Way,3,2.5,2456,2456,2.0,2012,329950.0
Federal Way,3,2.5,2210,2210,2.0,1989,330000.0001
Seattle,2,1.0,720,720,1.0,1942,333000.0
Renton,4,2.25,2030,1230,1.0,1963,334999.9999
Seattle,3,2.5,1430,1430,3.0,2002,348999.9999
Seattle,3,3.25,1460,1130,2.0,2006,350000.0
Shoreline,3,1.75,1170,1170,1.0,1962,352499.9999
Redmond,3,1.0,940,940,1.0,1965,354000.0
Seattle,3,1.0,890,890,1.0,1951,371000.0
Shoreline,3,2.0,1370,1370,1.0,1964,371500.0
Lake Forest Park,3,1.5,1460,1460,1.0,1954,381000.0
Seattle,3,1.5,1270,1080,2.0,2004,386000.0
Seattle,3,2.0,1640,1640,1.0,1948,405000.0
Renton,4,2.5,2550,2550,2.0,2009,415000.0001
Seattle,4,1.0,1860,1860,1.5,1901,427000.0
Seattle,3,2.5,1420,1420,3.0,2004,434999.9999
North Bend,4,2.5,2300,2300,1.0,1955,450000.0
Auburn,4,2.5,3170,3170,2.0,2001,455000.0
Seattle,3,2.0,2060,1030,1.0,1929,460000.0
Renton,4,2.5,2180,2180,2.0,1989,464000.0
Shoreline,4,2.5,2090,1320,1.0,1965,465000.0001
Seattle,4,1.75,1470,980,1.0,1955,465000.0
Issaquah,3,2.25,1630,1630,2.0,2005,474999.9999
Renton,6,5.0,3440,3280,2.0,2007,495000.0001
Seattle,3,1.75,1720,1220,1.0,1986,513999.9999
Shoreline,3,2.5,3370,3200,2.0,1951,515000.0001
Snoqualmie,4,3.5,2550,2550,2.0,2007,516000.0001
Redmond,3,1.75,1730,1400,1.0,1980,522000.0
Seattle,2,1.75,1640,840,1.0,1921,527000.0
Seattle,3,1.75,1550,1050,1.0,1927,530000.0
Issaquah,5,2.25,2520,2520,2.0,1978,534999.9999
Sammamish,3,2.5,2180,1850,1.0,1979,545000.0
Seattle,3,3.5,1650,1650,3.0,2010,547500.0
Sammamish,3,2.5,1990,1990,2.0,2004,560200.0
Bothell,3,2.5,2600,2600,2.0,1988,571000.0
Sammamish,4,2.75,2240,2240,1.5,1976,580379.0001
Seattle,4,2.0,1680,980,1.0,1950,587999.9999
Seattle,4,2.0,2090,1790,1.5,1927,619400.0
Auburn,4,2.75,4140,4140,2.0,2002,657500.0
Seattle,6,3.0,4250,3020,2.5,1902,664999.9998
Seattle,3,2.75,2500,1390,1.0,1948,700000.0
Seattle,4,1.75,2460,1450,1.5,1909,734999.9999
Seattle,4,2.75,2490,1490,2.0,1979,740000.0
Sammamish,4,2.5,2810,2810,2.0,1997,742000.0
Mercer Island,3,1.75,2430,1230,1.0,1949,762400.0
Auburn,3,3.5,4500,4500,2.0,2004,785000.0
Seattle,3,1.5,2210,2210,1.5,1916,799000.0
Seattle,4,3.75,2690,2120,2.0,1909,799999.9999
Sammamish,4,2.5,3280,3280,2.0,2001,809949.9999
Seattle,4,2.75,3370,1920,1.0,1948,812999.9999
Seattle,3,2.5,2070,1270,1.5,1910,850830.0
Bellevue,4,2.5,3320,2650,2.0,1977,852600.0001
Woodinville,4,2.5,3470,3470,2.0,1995,875000.0
Seattle,5,3.0,2510,1590,1.5,1925,880999.9999
Redmond,4,2.5,3760,3760,2.0,1987,1010000.0
Bellevue,5,3.5,4210,4210,2.0,1995,1365000.0
Seattle,5,6.25,8670,6120,2.0,1965,2888000.0
Renton,2,1.0,820,820,1.0,1965,173000.0
Auburn,4,1.75,1200,1200,1.0,1968,210000.0
Federal Way,4,1.5,1130,1130,1.0,1970,210000.0
Renton,2,1.0,910,910,1.0,1957,223000.0
Shoreline,2,1.0,1100,1100,1.0,1947,229629.5
Kent,3,1.75,1840,1500,1.0,1985,235000.0
Maple Valley,4,2.5,1770,1770,2.0,2003,247999.9999
Des Moines,4,1.5,1490,1490,2.0,1966,259000.0
Auburn,4,2.5,2210,1490,1.0,1990,294000.0
Auburn,3,2.5,1970,1970,2.0,1988,299995.0
Seattle,3,3.25,1470,1180,2.0,2008,300000.0001
Auburn,4,2.5,2490,2490,2.0,2001,306000.0
Seattle,5,3.0,1880,1100,1.0,1997,310000.0
Seattle,2,1.5,1070,1070,2.0,1999,312500.0
Kent,3,2.5,1880,1880,2.0,1993,315000.0
Seattle,2,1.0,970,970,1.0,1908,315000.0
Renton,4,2.5,1910,1910,1.0,1963,333000.0
Issaquah,2,2.25,1170,1170,2.0,2009,336750.0
Enumclaw,3,2.0,2080,2080,1.0,2002,342499.9999
Redmond,3,1.0,1060,1060,1.0,1966,349950.0
Seattle,4,2.25,2300,1340,1.5,1904,349999.9999
Seattle,3,3.25,1651,1341,2.0,2008,363000.0001
Kirkland,2,1.0,1220,1220,1.0,1947,370000.0001
Shoreline,3,1.75,1800,900,1.0,1950,381000.0
Kirkland,3,1.75,1590,970,1.5,1938,387884.6154
Seattle,3,1.0,1180,1180,1.0,1948,397990.0
Sammamish,3,1.0,1330,900,1.0,1984,405000.0
Seattle,4,1.75,1890,1110,1.0,1947,430000.0
Seattle,3,3.5,1240,1000,2.0,2008,435500.0
Sammamish,5,3.5,3690,2540,2.0,2006,437500.0
Seattle,3,1.0,1710,1200,1.5,1926,440000.0
Kirkland,3,2.75,1560,1030,1.0,1972,440000.0001
Seattle,5,1.75,2460,1340,1.5,1911,445000.0
Seattle,2,1.5,1630,890,1.0,1940,448000.0
Shoreline,5,2.0,1940,1940,1.5,1957,465249.9999
Seattle,3,2.5,1250,1250,3.0,2005,480000.0001
Auburn,4,2.5,2470,2470,2.0,1989,485000.0001
Auburn,4,2.25,2640,2640,1.0,1986,489949.9999
Seattle,4,2.5,2140,2140,2.0,2003,495000.0
Normandy Park,3,2.0,1769,1769,1.0,1955,494999.9999
Renton,5,2.75,2990,2990,2.0,1996,498500.0001
Renton,3,1.75,1970,1370,1.0,1976,500999.9999
Kirkland,3,1.75,1600,1600,1.0,1967,509999.9999
Bothell,3,2.5,2120,2120,2.0,1988,531000.0
Seattle,3,1.0,1510,1510,1.5,1909,545000.0
Seattle,4,1.75,1880,1090,1.5,1944,560000.0
Issaquah,3,2.25,1710,1710,2.0,2004,561000.0001
Seattle,2,1.0,1510,1310,1.5,1935,575000.0
Renton,4,2.5,3140,1770,1.0,1966,578000.0
Seattle,5,2.0,2060,2060,2.0,1903,579999.9999
Seattle,3,2.5,1910,1530,2.5,2007,585000.0
Seattle,4,1.75,1870,1200,2.0,1937,594000.0
Seattle,5,2.75,2820,1450,1.0,1967,598999.9999
Sammamish,4,2.25,2180,2180,2.0,1984,610749.9999
Seattle,2,1.0,1430,1300,1.5,1929,620000.0001
Redmond,3,2.5,2480,2480,2.0,2000,641633.3332
Seattle,4,2.0,2710,1460,1.0,1919,656500.0
Seattle,3,3.0,2340,2160,2.0,1925,660000.0
Seattle,3,2.5,2050,1730,1.0,1956,670000.0
Seattle,3,2.0,2460,1370,1.0,1952,678500.0
Issaquah,3,2.5,2570,2570,2.5,2007,680000.0001
Redmond,4,2.5,2683,2683,2.0,1987,681965.7811
Redmond,4,2.5,3280,3280,2.0,1996,699000.0001
Seattle,3,2.75,1900,1410,1.0,1942,706000.0
Mercer Island,3,1.75,2110,2110,1.0,1961,742999.9999
Redmond,3,3.5,3950,2460,1.5,1989,784000.0006
Redmond,4,2.5,3010,3010,2.0,2005,789500.0001
Seattle,4,3.25,2420,1870,1.5,1911,789999.9999
Kirkland,3,2.0,2420,1500,1.0,1979,795000.0
Des Moines,3,3.0,2790,1600,2.0,1977,835000.0002
Sammamish,4,3.25,3960,3960,2.0,2005,860000.0002
Bellevue,4,2.25,2460,2460,1.0,1957,900000.0001
Bellevue,4,2.5,2370,2370,2.0,2003,1034500.0
Bellevue,4,2.5,3270,3270,2.0,1989,1070000.0
Seattle,0,0.0,3064,3064,3.5,1990,1095000.0
Seattle,4,2.5,3200,1860,1.5,1948,1184000.0
Sammamish,4,2.5,5730,4280,2.0,1991,1228000.0
Redmond,5,4.0,4410,4410,2.0,2006,1240000.0
Kirkland,4,3.75,4030,4030,2.0,2006,1485000.0
Seattle,3,1.0,1270,1270,1.5,1944,153000.0
Federal Way,3,1.0,1290,1290,1.0,1976,205000.0
Kent,3,1.0,1340,1340,1.0,1978,206135.0
Des Moines,2,1.75,1440,1440,1.0,1978,210000.0
Seattle,2,1.0,710,710,1.0,1943,215000.0
SeaTac,2,1.0,930,930,1.0,1986,230000.0
SeaTac,3,1.75,1900,950,1.0,1980,235000.0
Covington,3,2.25,1400,1400,2.0,2012,250000.0
Auburn,4,2.5,1930,1120,1.0,1981,250600.0
Auburn,4,1.75,1900,1900,1.0,1958,265000.0
Seattle,3,1.75,1840,920,1.0,1905,285000.0
Renton,3,1.75,1180,1180,1.0,1962,299000.0
Kent,4,2.5,2700,1560,1.0,1966,300000.0
Seattle,3,2.0,2020,1220,1.0,1957,300000.0
Shoreline,3,1.0,1280,1280,1.5,1947,304000.0
Seattle,3,1.5,1210,610,1.0,1983,305000.0001
Maple Valley,4,2.5,1880,1880,2.0,2000,324900.0
Kent,3,2.5,2070,2070,2.0,1997,325000.0
Seattle,3,2.5,1070,720,2.0,2005,330000.0
Auburn,2,1.5,1800,1240,1.0,1987,345000.0
Lake Forest Park,3,1.75,1820,1230,1.0,1976,349999.9999
Seattle,3,1.5,1650,1100,1.0,1961,369500.0
Renton,4,2.5,2220,2220,2.0,2001,370000.0001
Issaquah,3,2.25,1410,1290,2.0,2005,379500.0
Renton,4,2.5,2540,1870,2.0,2000,380000.0
Seattle,3,2.25,1920,1060,1.0,1921,385000.0
Renton,4,2.5,2050,2050,2.0,2006,385000.0
Kenmore,4,2.5,1750,1750,2.0,2009,415499.9999
Renton,4,2.5,2690,2690,2.0,1993,418999.9999
Sammamish,3,2.0,1910,1910,1.5,1971,430000.0
Kirkland,3,1.75,1500,1500,1.0,1997,434999.9999
Kirkland,4,2.25,2010,1220,1.0,1974,440000.0
Kent,4,2.25,2630,2630,2.0,1979,454000.0001
Burien,3,1.75,1850,1100,1.0,1919,459949.9999
Sammamish,3,2.25,1580,1200,1.0,1981,475000.0
Issaquah,3,2.5,1580,1580,2.0,1985,485000.0
Bellevue,3,1.75,1760,1230,1.0,1967,497333.3333
Seattle,3,1.0,1830,1430,1.5,1926,499950.0
Seattle,4,2.75,2020,1010,1.0,1958,513000.0
Seattle,3,1.0,1540,1200,1.5,1926,530099.9999
Maple Valley,5,3.0,3610,3610,2.0,2003,540000.0
Seattle,3,1.75,1640,1090,1.0,1948,556000.0
Seattle,3,3.0,1384,1144,2.0,2006,575000.0
Redmond,3,2.5,2040,2040,2.0,1992,580000.0
Seattle,3,1.0,1870,1580,1.5,1927,584999.9999
Kirkland,4,3.0,2440,2440,2.0,1961,588999.9999
Seattle,3,2.0,2250,1250,1.0,1925,589000.0
Issaquah,4,2.5,2010,2010,2.0,1989,590000.0
Sammamish,3,1.75,2350,1800,1.0,1978,614999.9999
Woodinville,5,2.75,3320,2190,2.0,1975,622500.0
Woodinville,4,2.5,2790,2790,2.0,1989,665000.0001
Woodinville,4,2.75,3650,3650,1.5,1978,697000.0
Seattle,3,2.0,2910,1920,2.0,1900,718500.0001
Bellevue,5,2.5,3210,1830,1.0,1968,724999.9999
Seattle,3,2.5,2300,1510,1.5,1930,738190.8572
Burien,4,2.5,2420,1700,1.0,1958,760000.0
Seattle,4,2.0,3140,1940,1.0,1939,775000.0001
Issaquah,4,3.5,3200,2670,2.0,2007,795000.0
Seattle,3,2.5,2860,2860,2.0,2000,798999.9999
Bellevue,3,1.75,1980,1320,1.0,1952,810000.0
Seattle,5,3.5,2320,1720,2.0,1926,822500.0
Sammamish,4,2.5,4120,4120,2.0,1997,862999.9999
Sammamish,4,2.5,3670,3670,2.0,1999,883000.0002
Mercer Island,4,2.25,2770,2770,2.0,1974,890000.0002
Seattle,5,2.5,2350,2350,2.0,1993,909999.9999
Redmond,4,2.5,3770,3770,2.0,1989,949999.9998
Mercer Island,5,2.75,3100,1660,1.0,1973,975000.0
Seattle,4,2.5,2750,1960,2.0,1905,1030000.0
Seattle,5,1.5,2540,2340,2.0,1954,1120000.0
Seattle,5,2.25,4200,2910,2.5,1906,1335000.0
Shoreline,3,2.5,4310,2510,1.5,1982,1735000.0
Seattle,3,1.75,1430,1430,1.0,1950,330000.0001
Kirkland,3,2.0,1510,1070,1.0,1972,397500.0
Seattle,2,1.0,1980,1090,1.0,1923,496751.9999
Kenmore,4,2.75,2360,2360,2.0,2008,525000.0
Seattle,3,2.5,1930,1930,2.0,2005,530000.0
Issaquah,4,2.75,2450,2450,2.0,2010,735000.0
Issaquah,5,2.75,2920,1660,1.0,1968,850000.0001
Woodinville,4,2.5,2960,2960,2.0,1985,883000.0
Tukwila,3,2.5,1890,1730,2.0,2002,269950.0
Bellevue,3,1.0,1110,1110,1.0,1957,416000.0
Bellevue,5,3.0,2430,1370,1.0,1957,506000.0
Seattle,3,2.0,1900,950,1.0,1940,520500.0
Bellevue,3,1.75,2140,1290,1.0,1953,650000.0
Issaquah,4,2.5,2700,2700,2.0,1990,652500.0
Burien,3,1.5,1230,1230,1.0,1949,150000.0
Seattle,2,1.0,760,760,1.5,1947,163785.7143
Auburn,3,1.5,1220,1220,1.0,1973,175000.0
Auburn,3,1.75,1070,1070,1.0,1957,183000.0
Federal Way,4,2.5,2240,1370,1.0,1988,220000.0
Tukwila,3,2.0,1410,1410,1.0,1940,220000.0
Kent,3,1.75,1400,1400,1.0,1957,230000.0
Seattle,2,1.5,880,880,2.0,1999,235000.0
Seattle,2,1.0,1200,980,1.0,1943,245000.0
Renton,3,1.0,1000,1000,1.0,1969,265000.0
Seattle,3,1.0,1100,1100,1.0,1957,277000.0
Kent,3,2.5,1880,1880,2.0,2009,284000.0001
Federal Way,4,1.75,1960,1960,1.0,1967,285499.9999
Burien,3,1.75,1770,1030,1.0,1960,295000.0
Seattle,5,3.0,1940,1200,1.0,2007,300000.0
Renton,4,2.0,1810,1110,1.0,1967,304000.0
North Bend,3,1.75,1150,1150,1.0,1979,309212.0
Seattle,3,2.25,1200,1200,3.0,2005,320000.0
Seattle,1,1.0,960,760,1.0,1908,332000.0
Seattle,3,1.5,2040,1340,1.0,1957,334999.9999
Seattle,3,2.5,1212,1212,3.0,2004,340000.0
