number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,city,zip code,exchange rate,total cost
3,2.5,2030,6500,2,0,0,3,2030,0,1988,2000,Issaquah,WA 98027,7.507499011,618080
2,2.25,2550,5663,1,0,0,3,1720,830,2011,0,Renton,WA 98056,7.567488936,630000
3,3,2270,5175,2,0,0,3,2130,140,2002,0,Renton,WA 98056,7.89465306,640000
3,2.5,3240,108366,2,0,0,4,3240,0,1991,0,Kent,WA 98042,6.551457065,651000.0004
4,2.5,2650,4316,1.5,0,0,3,1520,1130,1905,2013,Seattle,WA 98116,7.033816439,705000.0001
4,2.75,2600,6050,2,0,0,5,1960,640,1949,0,Seattle,WA 98116,6.284093511,749950
3,2.75,2520,5401,1,0,0,4,1360,1160,1946,1989,Seattle,WA 98119,7.569661724,750000.0001
4,2.75,2410,9549,1,0,0,4,1780,630,1956,0,Kirkland,WA 98033,6.211030496,758000
3,2,2540,7200,1.5,0,3,4,1600,940,1905,0,Seattle,WA 98144,6.341827878,774999.9999
4,2,2210,8556,1,0,1,4,1210,1000,1954,1979,Seattle,WA 98199,7.679794228,794154
5,3.75,4130,226076,2,0,0,3,3170,960,1985,0,Woodinville,WA 98077,7.419454264,899999.9991
4,3.5,3900,8391,2,0,0,3,3900,0,2006,0,Kirkland,WA 98033,6.797349356,1040000
4,4,4460,103382,2,0,0,3,4460,0,2001,0,Redmond,WA 98053,6.29018376,1150000
6,2.5,3560,6480,2.5,0,0,4,3560,0,1914,1945,Seattle,WA 98112,7.592877555,1500000
5,4.5,4270,8076,2,0,0,3,3400,870,2007,0,Kirkland,WA 98033,7.057786285,1532500
2,1.5,980,5000,2,0,0,3,980,0,1922,2003,Skykomish,WA 98288,7.767036165,134000
2,1,720,5040,1,0,0,3,720,0,1955,2005,Seattle,WA 98106,7.500458652,205000
3,1,1490,8995,1,0,0,4,1490,0,1954,1979,Seattle,WA 98168,6.67415974,207000
4,1.75,2000,6120,1,0,0,3,1100,900,1965,1993,Seattle,WA 98178,6.5122296,228000.0001
3,2.5,1190,3000,2,0,0,3,1190,0,2002,0,Tukwila,WA 98178,6.362356955,229000
3,1,1390,16000,1,0,0,4,1390,0,1960,2001,Algona,WA 98001,6.258275638,230000
3,1.75,950,6000,1,0,0,3,790,160,1939,1969,Seattle,WA 98108,7.940447798,230000
2,1,1270,3008,1,0,0,4,650,620,1923,0,Seattle,WA 98118,6.689630665,235000
3,1.5,1260,7964,1,0,0,4,1260,0,1955,2009,Des Moines,WA 98148,7.997297367,245000
3,1.75,1390,7399,1,0,0,4,1390,0,1975,0,Kent,WA 98031,6.117068021,246000
4,1.75,1730,8320,1,0,0,3,1230,500,1977,2004,Federal Way,WA 98023,6.864820235,258000
4,1.5,2130,8800,1,0,0,3,1100,1030,1962,2003,Kent,WA 98032,7.085137649,260000.0001
4,2.5,2020,6236,2,0,0,3,2020,0,2002,0,Algona,WA 98001,6.268136297,262000
3,2.5,1940,8547,1,0,0,3,1460,480,1989,0,Kent,WA 98030,7.632599235,266000
4,2.5,1810,6509,2,0,0,3,1810,0,1994,0,Kent,WA 98042,7.737599465,270000
3,1.75,1890,13860,1,0,0,5,1890,0,1966,0,Kent,WA 98042,7.25335452,292285.7143
3,2.5,1920,7229,2,0,0,3,1920,0,1993,0,Federal Way,WA 98003,7.981376777,295000
3,2,1240,10800,1,0,0,3,1240,0,1967,2010,Renton,WA 98058,6.857097786,297950
2,1.25,860,1277,2,0,0,3,860,0,2007,0,Seattle,WA 98144,6.413798694,321950
4,2.5,2320,6270,2,0,0,3,2320,0,2004,2003,Kent,WA 98042,7.865566361,325900
4,2.5,2460,7350,2,0,0,3,2460,0,1989,0,Federal Way,WA 98023,6.172538152,347500
3,1.75,1590,9620,1,0,0,3,1590,0,1988,2000,Renton,WA 98059,7.996641319,349000
4,1.75,2250,13515,1,0,0,4,2150,100,1940,2001,Kent,WA 98030,6.445213467,350000
2,1.5,960,1808,2,0,0,3,960,0,1993,0,Seattle,WA 98122,7.427770501,358000
6,2.25,3206,5793,2,0,0,3,3206,0,2012,1912,Kent,WA 98032,7.403113298,375000.0001
3,1.75,1890,9920,1,0,0,3,1230,660,1944,0,Seattle,WA 98125,6.745908094,384999.9999
3,2.5,1960,8000,1,0,0,4,1290,670,1977,0,Kirkland,WA 98034,7.443076631,401999.9999
3,2.75,2090,8354,2,0,0,3,2090,0,2012,1912,Duvall,WA 98019,6.515921853,402999.9999
2,1,1020,8155,1,0,0,4,1020,0,1948,0,Seattle,WA 98177,7.28155771,404999.9999
3,2.5,1540,1614,3,0,0,3,1470,70,2008,0,Seattle,WA 98103,6.78789117,413450
3,1.75,1460,7700,1,0,0,3,1460,0,1979,2014,Redmond,WA 98052,7.529829186,424500
3,1.75,1310,9282,1,0,0,4,1310,0,1976,1992,Redmond,WA 98052,7.131817717,437000
2,1.5,1020,1060,3,0,0,3,1020,0,2008,0,Seattle,WA 98103,7.621997454,441750
3,2,1510,43560,1,0,0,3,1510,0,1954,2005,Woodinville,WA 98077,6.856311385,450000.0001
5,2.25,2440,20828,1.5,0,0,4,2440,0,1975,0,Kent,WA 98042,7.02826823,489990
3,2.5,2310,4729,2,0,0,3,2310,0,2011,0,Kenmore,WA 98028,7.10471082,494000
3,1.75,1410,1197,3,0,0,3,1410,0,2012,1912,Seattle,WA 98103,7.220087572,500000
4,2.75,2280,2850,1.5,0,0,4,1540,740,1930,0,Seattle,WA 98115,7.07720193,530000
3,1.75,1980,6760,1,0,0,4,1980,0,1973,0,Bellevue,WA 98008,6.885491857,530000.0001
3,1,1670,4080,1,0,0,3,1170,500,1967,2011,Seattle,WA 98115,7.774601993,533000
4,2.5,2280,65836,2,0,0,3,2280,0,2004,2003,Woodinville,WA 98077,7.458776476,535000.0002
4,3,2920,33976,1,0,3,5,1460,1460,1964,0,Bellevue,WA 98008,6.638625153,537499.9999
4,2.5,2550,4630,2,0,0,3,2550,0,2005,0,Sammamish,WA 98075,7.254554312,537500
4,1.75,1840,9600,1,0,0,3,1220,620,1967,2011,Redmond,WA 98052,6.112129878,538000
6,2.25,2820,15600,1.5,0,2,5,1970,850,1940,0,Burien,WA 98166,6.99378706,543200
2,2,1870,4950,1,0,0,3,1870,0,2006,0,Redmond,WA 98053,7.665376666,559950
4,2.25,2250,41688,2,0,0,3,2250,0,1980,0,Redmond,WA 98053,6.880376138,569000
2,3,3160,66646,2,0,0,3,3160,0,1993,0,Woodinville,WA 98077,6.195569617,589899.9998
3,2.5,1750,3354,2,0,0,4,1750,0,1991,0,Kirkland,WA 98033,6.403922346,595000
2,1,1540,6872,1,0,0,4,820,720,1946,1989,Seattle,WA 98119,7.836807827,615000
4,1.75,2060,26036,1,0,0,4,1160,900,1947,1988,Normandy Park,WA 98166,7.804315308,647500
4,2.5,3290,6465,2,0,0,3,3290,0,2002,0,Sammamish,WA 98075,7.340818391,716499.9999
3,2.5,1690,4500,1.5,0,1,4,1690,0,1928,0,Seattle,WA 98116,7.331722406,719000
4,2.5,2660,5500,2,0,2,3,2660,0,2003,0,Issaquah,WA 98029,7.891528862,753888.0001
4,1.75,2480,9195,1,0,0,3,1390,1090,1950,2005,Bellevue,WA 98004,6.326586416,780000
5,3,3040,9601,1,0,0,5,1970,1070,1968,0,Mercer Island,WA 98040,6.025025171,830000.0001
3,2.5,2920,3942,3,0,0,3,2920,0,2008,0,Renton,WA 98056,6.640963976,868500.0001
3,3.25,2640,4080,2,0,0,3,1840,800,1912,2000,Seattle,WA 98105,7.075157195,930000
5,2.5,3160,11470,1,0,0,4,1780,1380,1971,0,Mercer Island,WA 98040,7.124658278,980000.0001
4,1,3410,5000,2,0,0,5,2190,1220,1910,0,Seattle,WA 98144,6.326860053,1039000
4,3.25,3820,24166,2,0,1,4,3310,510,1990,0,Mercer Island,WA 98040,6.753958369,1250000
2,1,720,18000,1,0,0,3,720,0,1950,2005,Seattle,WA 98178,7.295405726,195000
3,1,1160,8320,1,0,0,4,1160,0,1959,0,Kent,WA 98032,6.122547097,201500
2,1.5,1020,1525,2,0,0,3,1020,0,2004,2003,Seattle,WA 98133,6.043949444,212000
4,1,1430,8355,1.5,0,0,4,1430,0,1983,0,Auburn,WA 98092,6.55274876,224500
3,2.5,2000,9202,2,0,0,4,2000,0,1992,0,Maple Valley,WA 98038,6.137803474,225000
3,1,1360,9948,1,0,0,3,1360,0,1977,2004,Black Diamond,WA 98010,7.000750915,234950.0001
4,3,2163,5883,2,0,0,3,2163,0,2006,0,Algona,WA 98001,6.013769526,247999.9999
3,1.75,1220,7250,1,0,0,3,1220,0,1962,2003,North Bend,WA 98045,7.91716792,251000
3,1,1030,6127,1,0,0,3,880,150,1947,2012,Seattle,WA 98125,6.271578536,252500
3,2.5,1850,4597,2,0,0,3,1850,0,2003,0,Covington,WA 98042,7.007211627,254000
2,1,960,28717,1,0,0,4,960,0,1984,0,Vashon,WA 98070,6.657448016,255000
2,1,810,7980,1,0,0,1,810,0,1928,0,Seattle,WA 98146,6.001403089,255000
3,2,1920,8075,1,0,0,4,1510,410,1969,0,Federal Way,WA 98023,6.17176423,260000
3,2.5,1420,14850,1,0,0,4,1020,400,1963,0,Kent,WA 98032,6.717614006,260000
3,2,1690,9583,1,0,0,4,1690,0,1969,0,Renton,WA 98059,7.13968055,270000
3,1.5,1500,6337,1,0,0,5,1500,0,1953,0,Seattle,WA 98125,6.788333367,270000
4,2,2190,14439,1,0,0,4,1180,1010,1977,0,Auburn,WA 98001,7.003962309,280000
3,1.75,1390,8700,1,0,3,4,840,550,1912,1989,Renton,WA 98057,7.814406562,280950
4,2.5,2000,13300,1,0,0,4,1200,800,1968,0,Auburn,WA 98001,6.098532205,290000
3,1.5,1060,10464,1,0,0,4,1060,0,1973,0,Kirkland,WA 98034,6.808511861,303500
4,2.25,2130,8078,1,0,0,4,1380,750,1977,0,Renton,WA 98055,6.586496968,311100.0001
4,2.25,1930,7452,1,0,0,3,1430,500,1984,0,Kent,WA 98031,6.403866205,312000
5,1.75,2320,8100,1,0,0,4,1160,1160,1956,0,Burien,WA 98166,6.030881624,315000
4,2.25,2310,7490,2,0,0,3,2310,0,1980,0,Renton,WA 98055,6.500704978,320000
4,2.75,1970,7213,1,0,0,3,1170,800,1977,2004,Renton,WA 98058,6.338371455,323000
3,2.25,998,904,2,0,0,3,798,200,2007,0,Seattle,WA 98117,7.075313856,324000
3,2.25,1352,1694,3,0,0,3,1352,0,2007,0,Seattle,WA 98125,6.072923761,325000.0001
4,2.5,1940,3784,2,0,0,3,1940,0,2003,0,Renton,WA 98058,7.196468414,330000
3,1,1620,30736,1.5,0,0,4,1620,0,1911,1977,Bellevue,WA 98006,6.834065572,346750.0001
3,2.25,1640,11050,1,0,0,4,1640,0,1972,0,Renton,WA 98059,7.73840372,352000
3,2,1340,1384,3,0,0,3,1340,0,2008,0,Seattle,WA 98103,7.401064781,376000
3,3.25,1410,1253,3,0,0,3,1410,0,2005,0,Seattle,WA 98103,6.297372832,382000
3,2.25,1445,1606,2,0,0,3,1300,145,2003,0,Issaquah,WA 98027,7.884223853,387000
4,2.5,2600,11951,2,0,0,3,2600,0,1988,2000,Federal Way,WA 98023,6.094173005,402500
4,2.25,3060,48787,2,0,0,3,3060,0,1992,0,Ravensdale,WA 98051,6.623395551,414999.9999
4,2,1650,6000,1,0,0,5,1000,650,1959,0,Seattle,WA 98144,7.749344655,445000
2,2,1150,6634,1,0,0,3,860,290,1940,1996,Seattle,WA 98115,7.362814417,444999.9999
4,1.75,1750,5500,1.5,0,0,5,1050,700,1926,0,Seattle,WA 98117,6.178798768,460000
2,1,1150,4400,1,0,0,4,1150,0,1905,0,Seattle,WA 98112,7.639975651,463000
4,2.5,1930,9653,1,0,0,4,1930,0,1968,0,Federal Way,WA 98023,7.99288906,464999.9999
3,2,1410,4800,1,0,0,3,1410,0,1940,1996,Seattle,WA 98117,7.495257803,481450
2,1,1840,3300,1.5,0,0,4,1130,710,1910,0,Seattle,WA 98107,6.991296333,489999.9999
3,1.75,1750,11340,1,0,1,4,1300,450,1987,0,Sammamish,WA 98074,6.259929681,491300
3,2.5,2100,5824,2,0,2,3,2100,0,1999,0,Snoqualmie,WA 98065,7.57032912,505000
3,2,1400,7293,1,0,0,4,1400,0,1963,0,Bellevue,WA 98008,6.945585251,511555
3,2.5,2030,6970,2,0,0,4,2030,0,1991,0,Issaquah,WA 98029,6.521272973,525000
5,3,3480,57499,1,0,0,4,2340,1140,1976,1992,Issaquah,WA 98027,7.336126556,532000.0002
3,1.75,1300,5413,1.5,0,0,3,1300,0,1925,1992,Seattle,WA 98115,7.481205191,535999.9999
4,1.75,2000,4000,1.5,0,0,5,1450,550,1926,0,Seattle,WA 98126,7.112564483,536500.0001
4,2.5,2330,14289,2,0,0,4,2330,0,1978,2000,Bellevue,WA 98007,7.822221494,542500.0002
4,2.5,2840,4500,2,0,0,3,2840,0,2012,1912,Kenmore,WA 98028,7.364638329,557000.0001
4,2.25,2470,7447,2,0,0,3,2470,0,1984,0,Lake Forest Park,WA 98155,7.745442216,565000
3,2.25,1660,10140,1,0,0,4,1370,290,1980,0,Redmond,WA 98052,7.726504738,566000
4,2.5,2840,6268,2,0,0,3,2840,0,1998,2006,Kenmore,WA 98028,6.933441251,580000
4,2.5,2660,4000,2,0,0,3,2660,0,2001,0,Redmond,WA 98053,7.062296345,582999.9999
4,3.25,2400,29252,2,0,0,4,2400,0,1982,2011,Woodinville,WA 98072,6.947000176,585000.0001
4,2.25,2430,32496,1,0,0,3,2430,0,1993,0,Woodinville,WA 98077,6.763013404,590000.0001
4,2.5,2260,7753,2,0,0,3,2260,0,1989,0,Issaquah,WA 98029,7.734439977,603999.9999
3,3,2480,45302,1,0,0,4,1620,860,1976,1992,Woodinville,WA 98077,6.018147295,610000
4,2.75,3100,3773,2,0,0,3,2000,1100,1919,1996,Seattle,WA 98122,6.761708124,742500
4,2.75,2790,10819,2,0,0,3,2790,0,1996,0,Issaquah,WA 98027,7.61101104,764999.9999
4,3.5,2730,3047,2,0,0,3,2400,330,2006,0,Seattle,WA 98116,7.928746087,769900
4,2.5,2830,20345,2,0,0,3,1980,850,1979,2014,Bellevue,WA 98004,6.122647993,782000
4,2.75,3780,10308,2,0,0,3,3780,0,1999,0,Sammamish,WA 98075,6.311924604,833000
4,3.5,3810,13592,1,0,1,3,2560,1250,2013,1923,Renton,WA 98056,6.934369295,839900.0001
3,2.5,3560,107290,2,0,0,3,3560,0,1987,2000,Redmond,WA 98053,6.464558901,851000.0002
4,3,3750,11025,2,0,0,3,3750,0,1976,0,Sammamish,WA 98074,7.399771646,920000
4,2.25,4230,37769,2,0,0,3,4230,0,1989,0,Woodinville,WA 98077,7.494047118,985000
3,2.25,2950,78843,1.5,0,0,3,2950,0,2006,0,Sammamish,WA 98075,6.695937313,1020000
4,4.25,5860,52889,2,0,0,4,4910,950,1996,0,Woodinville,WA 98072,7.29703676,1157200
4,2.75,3720,9450,1,0,4,5,1960,1760,1962,0,Bellevue,WA 98006,7.939978555,1370000
5,4.5,5190,23716,2,0,2,3,3390,1800,1987,2000,Mercer Island,WA 98040,6.357021996,1702500
5,6.5,7270,130017,2,0,0,3,6420,850,2010,0,Issaquah,WA 98029,7.483328001,2238888
4,1,1940,9533,1,0,0,3,1080,860,1962,2003,Kent,WA 98031,7.387973615,265000
3,2.5,2130,6969,2,0,0,3,2130,0,2003,0,Maple Valley,WA 98038,7.883798108,319999.9999
3,2.5,1350,1250,3,0,0,3,1270,80,2006,0,Seattle,WA 98136,6.539768611,394950
5,2.75,3060,7015,1,0,0,5,1600,1460,1979,0,Seattle,WA 98146,7.178854935,549900
4,2,2520,6000,1,0,0,3,1400,1120,1921,2007,Seattle,WA 98103,7.630235556,875000
3,2.5,1370,1350,2,0,0,3,1010,360,2007,0,Seattle,WA 98136,7.275863416,368000
4,2.5,2160,5298,2.5,0,0,4,2160,0,1902,0,Seattle,WA 98122,7.958897366,842500
3,1,970,8580,1,0,0,3,970,0,1959,1989,Federal Way,WA 98003,7.359798642,156000
3,1.5,1370,8470,1,0,0,4,1370,0,1961,2001,Auburn,WA 98092,6.185707139,185000
2,1,700,10540,1,0,0,3,700,0,1953,0,Normandy Park,WA 98166,7.073506321,191999.9999
3,1,1460,9750,1,0,0,4,1460,0,1969,0,Kent,WA 98042,6.279523945,201000
3,2.5,1040,2643,2,0,0,3,720,320,2004,2003,Seattle,WA 98118,7.769112879,210000
3,1.5,1350,7620,1,0,0,5,1350,0,1941,0,Burien,WA 98166,7.322827039,211000
3,1,990,8012,1,0,0,4,990,0,1966,0,Renton,WA 98058,7.718287044,225000
1,1,810,2451,1,0,0,5,810,0,1941,0,Seattle,WA 98126,7.697384724,235000
3,1,1830,8209,1,0,0,3,1830,0,1942,1999,Kenmore,WA 98028,7.945679195,238750
3,1.5,1770,17208,1,0,0,3,1160,610,1959,1989,Bellevue,WA 98006,7.776473826,254000.0001
2,1,1220,2500,1,0,0,3,770,450,1910,2006,Seattle,WA 98126,7.75921515,255000
2,1,1290,2828,2,0,0,3,1290,0,2008,0,Redmond,WA 98053,7.967227818,265000.0001
4,2.5,2380,7066,2,0,0,4,2380,0,1997,0,Kent,WA 98031,7.83055216,268971.875
2,1.75,1360,8100,1,0,0,3,860,500,1975,0,Seattle,WA 98177,7.712893822,299999.9999
5,2.25,2180,7813,2,0,0,3,2180,0,1986,0,Maple Valley,WA 98038,7.100222688,302000
3,1.75,1440,8040,1,0,0,3,960,480,1951,1994,Seattle,WA 98125,6.365583774,315275
5,3,2100,7715,1,0,0,3,1250,850,2013,1923,Burien,WA 98168,7.106106617,330000
3,2.5,1940,4927,2,0,0,3,1940,0,2004,2003,Renton,WA 98058,7.159298274,334999.9999
3,1,1080,8100,1,0,0,4,1080,0,1955,2009,Shoreline,WA 98155,6.719861821,339000
3,1.5,1720,7119,1.5,0,0,4,1720,0,1952,0,Shoreline,WA 98155,7.051173577,340999.9999
2,1,910,4500,1.5,0,0,4,910,0,1906,1990,Seattle,WA 98118,6.741744643,350000
4,2,1730,5500,1,0,0,5,1010,720,1943,0,Seattle,WA 98106,7.690243647,359999.9999
3,1,1280,9898,1,0,0,3,1280,0,1968,1997,Woodinville,WA 98072,7.461998427,368000
2,2.5,980,895,2,0,0,3,670,310,2009,0,Seattle,WA 98116,7.364757783,369000
5,3,2480,10090,1,0,0,3,1300,1180,2004,2003,Seattle,WA 98178,7.330587164,372499.9999
4,2.5,2160,6223,2,0,0,3,2160,0,2010,0,Maple Valley,WA 98038,7.579715336,383000
3,2.25,2200,16921,2,0,0,3,2200,0,1987,2000,Maple Valley,WA 98038,6.55050161,410000
2,2.5,1480,1369,3,0,0,3,1480,0,2009,0,Redmond,WA 98052,7.396437495,420000
3,2.5,2010,2287,2,0,0,3,1390,620,2014,0,Issaquah,WA 98029,7.851703748,453246
3,1.5,2020,11358,1,0,0,4,1190,830,1956,0,Kirkland,WA 98033,6.736007152,465000
2,2.5,1230,1391,2,0,0,3,870,360,2004,2003,Seattle,WA 98112,6.880963595,490000
2,2.25,1290,1334,3,0,0,3,1290,0,2007,0,Seattle,WA 98107,6.851770759,500000
4,2.5,2780,6369,1,0,0,3,1590,1190,1978,0,Kirkland,WA 98034,6.778212876,505000
4,1.75,1940,4800,1,0,0,5,1030,910,1922,1956,Seattle,WA 98122,6.771293635,505000
4,2.25,1800,8623,1,0,0,4,1360,440,1980,0,Kirkland,WA 98033,7.754293123,522000
3,2.5,3720,11610,2,0,0,3,3720,0,1982,0,Sammamish,WA 98074,6.426036462,571986.1111
4,1.75,2120,4650,1,0,1,3,1190,930,1951,1994,Seattle,WA 98117,7.329768242,582000
4,3,2110,5000,1.5,0,2,4,1640,470,1930,0,Seattle,WA 98136,6.169530997,610000
2,1.75,2040,28593,1.5,1,3,4,2040,0,1919,1990,Vashon,WA 98070,6.758367254,614999.9999
3,1.5,1620,6630,1,0,0,3,1280,340,1954,2005,Seattle,WA 98117,6.831354746,620000
4,2,1770,6000,2,0,0,5,1770,0,1911,1981,Seattle,WA 98199,7.132767319,630000
3,2.5,1570,1433,3,0,0,3,1570,0,2010,0,Seattle,WA 98103,7.311437399,635000
4,2.5,2550,10000,1,0,0,3,1290,1260,1964,2000,Bellevue,WA 98007,6.399094438,642000
4,2.5,3040,6887,2,0,0,3,3040,0,1999,0,Sammamish,WA 98074,7.970588473,647000
4,3,2400,3340,1,0,0,4,1200,1200,1964,0,Seattle,WA 98107,7.541277559,675000
4,2.5,2670,13463,2,0,0,4,2670,0,1989,0,Issaquah,WA 98029,7.760394232,689999.9999
4,2.5,2760,5000,1.5,0,0,5,1680,1080,1928,1970,Seattle,WA 98107,7.604599887,734200
3,2.5,2620,8950,2,0,0,3,2620,0,1992,0,Bellevue,WA 98006,7.982166215,746000.0001
4,2.5,2980,4930,2,0,0,3,2890,90,2000,0,Bellevue,WA 98006,7.661639057,750000.0001
4,2.5,3110,6142,2,0,0,3,3110,0,2004,2003,Redmond,WA 98052,6.596427325,751000.0001
3,1.75,1720,5000,1,0,0,3,1720,0,1954,2014,Seattle,WA 98122,7.572914002,770000
4,3.25,3680,5759,2,0,0,3,2840,840,2003,0,Issaquah,WA 98027,6.52719713,787999.9999
4,2.75,2600,2750,1.5,0,0,3,1620,980,1936,0,Seattle,WA 98109,7.717784344,839999.9999
4,1.75,2350,11914,1,0,0,4,2350,0,1961,2001,Mercer Island,WA 98040,6.610011289,850000.0001
3,3.25,2170,12508,1.5,0,0,5,1650,520,1928,1970,Mercer Island,WA 98040,7.636317131,876649.9999
4,2.5,2830,5000,2,0,0,3,2830,0,1995,0,Seattle,WA 98105,6.105244374,885000.0001
4,3.25,4700,38412,2,0,0,3,3420,1280,1978,0,Bellevue,WA 98005,6.245011878,900000.0001
3,2,2700,6120,1,0,0,4,1350,1350,1962,0,Seattle,WA 98115,7.964385149,909999.9999
4,2.75,3300,12090,2,0,0,3,3300,0,1953,0,Clyde Hill,WA 98004,7.252703848,927000
4,2.25,3290,12329,1.5,0,0,4,3290,0,1968,0,Mercer Island,WA 98040,6.95982115,947499.9999
3,2.75,2980,27144,1.5,1,2,5,2180,800,1917,0,Burien,WA 98166,6.278605871,947499.9999
5,3,4530,258746,1.5,0,0,4,3200,1330,2003,0,Woodinville,WA 98077,6.732147134,949999.9997
3,2.5,2920,34527,1,0,4,4,1800,1120,1954,1983,Seattle,WA 98116,7.662160303,1015000
4,3.25,3270,5187,2,0,0,3,3110,160,2014,0,Redmond,WA 98052,6.53739448,1033888
4,3.75,3280,11000,2,0,0,3,2320,960,2008,0,Kirkland,WA 98033,6.638763868,1050000
4,4.5,5420,101930,1,0,0,3,3890,1530,2001,0,Redmond,WA 98053,6.763630802,1225000
4,2.25,3070,16028,1,0,3,3,1870,1200,1976,0,Mercer Island,WA 98040,6.815105833,1225000
4,3.75,3490,9170,2,0,0,3,3490,0,2012,1912,Bellevue,WA 98004,7.324923634,1264000
4,3.5,3460,3997,2,0,0,3,2560,900,2004,2003,Seattle,WA 98103,7.515084412,1315000
5,1.75,3380,20021,1,0,0,4,1690,1690,1963,0,Clyde Hill,WA 98004,7.714723568,1346400
2,1,790,2640,1,0,0,3,790,0,1973,2013,Kirkland,WA 98034,7.804224535,89999.99997
2,1,910,6232,1,0,0,3,910,0,1943,2002,Seattle,WA 98118,7.820454668,155000
4,1.5,1950,12559,1.5,0,0,3,1950,0,1939,1969,SeaTac,WA 98188,6.27235425,225000
3,1,1660,7210,1,0,0,3,1100,560,1963,2008,Auburn,WA 98001,7.934205532,225000
3,1.5,1250,7500,1,0,0,3,1250,0,1967,2011,Kent,WA 98030,6.979178306,225000
3,1,1040,6535,1,0,0,3,1040,0,1947,2012,Seattle,WA 98168,7.44526448,225000
2,0.75,650,5360,1,0,0,4,650,0,1931,0,Seattle,WA 98133,6.846312111,230000
3,1,1900,33888,1.5,0,0,4,1900,0,1942,1982,Auburn,WA 98001,7.419957847,239950.0001
5,1.75,2020,7902,1,0,0,3,1220,800,1962,2003,Seattle,WA 98168,6.627825797,245000.0001
4,2.25,2510,8165,1,0,0,4,1610,900,1972,0,Federal Way,WA 98023,6.709430876,267345.0001
3,1,1090,8640,1,0,0,4,1090,0,1973,0,Burien,WA 98166,7.640391142,285000
3,2.25,1490,9600,1,0,0,4,1170,320,1987,0,Duvall,WA 98019,7.670736399,287000
3,2.5,1950,8251,2,0,0,3,1950,0,1990,2009,Auburn,WA 98001,7.736918011,287600
3,1,1090,7315,1,0,0,5,1090,0,1981,0,Renton,WA 98056,7.125677614,289000
3,1,1390,12823,1,0,0,4,1390,0,1968,0,Woodinville,WA 98077,6.288648165,318999.9999
3,2,1350,14200,1,0,0,3,1350,0,1989,0,Duvall,WA 98019,6.756850733,322500
3,2.5,1450,5008,1,0,0,3,840,610,2007,0,Seattle,WA 98106,7.316727236,330000
3,1.75,1090,7200,1,0,0,3,1090,0,1968,1997,Kirkland,WA 98034,7.564702337,345000
3,2.5,2010,14298,2,0,0,3,2010,0,1977,2004,Vashon,WA 98070,6.399313903,350000
3,1.75,1650,8254,1,0,0,5,1060,590,1951,0,Shoreline,WA 98155,6.683893168,370000
5,2.5,3001,5710,2,0,0,3,3001,0,2006,0,Kent,WA 98030,6.621951864,373000
3,1,1190,9486,1,0,0,4,1190,0,1953,1983,Normandy Park,WA 98166,6.762107006,375000
3,2,1480,6600,1,0,2,3,740,740,1943,2002,Seattle,WA 98146,7.126897374,385000
4,1.75,2180,13529,1,0,0,3,1090,1090,1956,2001,Lake Forest Park,WA 98155,6.677514485,405000
4,1,1410,6000,1,0,0,3,810,600,1925,2002,Seattle,WA 98126,7.001871676,413000
3,1.75,1960,5000,1,0,0,5,980,980,1911,1984,Seattle,WA 98108,7.001804139,415000
4,2.25,2140,6355,2,0,0,3,2140,0,2002,0,Snoqualmie,WA 98065,7.077143103,435000.0001
3,2,1770,6610,1,0,0,4,960,810,1954,1979,Shoreline,WA 98133,7.865787527,449500
3,2.25,2450,42180,1,0,0,4,2450,0,1978,2000,Covington,WA 98042,6.621478307,450000.0001
3,2.75,1250,892,2,0,0,3,1040,210,2010,0,Seattle,WA 98116,7.452529308,450000
4,2.5,3360,7685,2,0,0,3,3360,0,2001,0,Renton,WA 98058,6.132043036,455000
3,2.25,2350,10450,1,0,0,3,1390,960,1977,2004,Kenmore,WA 98028,7.216065601,460000.0001
5,2.5,3400,8970,1,0,0,4,1700,1700,1959,0,Shoreline,WA 98133,6.84272563,464000
4,2.5,3740,8700,1,0,0,3,2260,1480,2004,2003,Renton,WA 98058,6.844730185,475000
5,4.75,3830,35000,1,0,0,3,2130,1700,1976,0,Woodinville,WA 98077,6.212254348,480000.0001
4,2.5,2040,5616,2,0,0,3,2040,0,2012,1912,Kenmore,WA 98028,7.777193578,502000
4,2.5,2790,5602,2,0,0,3,2790,0,2009,0,Renton,WA 98059,7.78105903,504999.9999
3,3.5,2876,5086,2,0,0,3,2360,516,2007,0,Woodinville,WA 98072,6.284752201,525000
5,3,2450,4591,2,0,0,3,2450,0,1994,0,Seattle,WA 98117,6.76765886,525000
3,2.5,1580,1161,2,0,0,3,1010,570,2008,0,Seattle,WA 98112,6.421058986,525000
3,1.75,1690,8190,1,0,0,4,1690,0,1958,1972,Bellevue,WA 98005,7.767001465,529999.9999
2,2,1680,4950,1,0,0,3,1680,0,2006,0,Redmond,WA 98053,7.106319788,530000
7,4,3440,8100,2,0,0,3,3440,0,1970,2014,Seattle,WA 98103,6.128500267,549999.9999
4,2,2250,7500,1,0,0,5,1200,1050,1956,0,Bellevue,WA 98005,7.541610825,550000
3,2.5,1490,1709,3,0,0,3,1490,0,2004,2003,Seattle,WA 98125,6.303804017,554250
