number of rooms,security level of the community,residence space,noise level,view,aboveground space ,basement space,building year,total cost
4,1.75,2220,2.0,3,2220,0,1964,480000.0
3,3.5,1500,2.0,0,1240,260,2004,489000.0
4,1.75,2240,1.5,0,2240,0,1965,500000.0
3,1.75,1300,1.0,0,1300,0,1963,502000.0
3,3.0,2470,2.0,0,2470,0,1980,525000.0
3,2.5,1900,2.0,0,1900,0,2005,536000.0
3,2.25,2190,1.0,1,1240,950,1963,539949.9999
4,2.5,2700,1.0,0,1440,1260,1968,549999.9999
3,2.5,2260,2.0,0,2260,0,2005,550000.0
2,2.5,1380,3.0,0,1380,0,2006,552000.0
3,1.75,1760,1.0,0,1760,0,1977,554000.0
3,1.5,2070,1.0,0,1140,930,1948,559000.0
4,2.5,2800,2.0,0,2800,0,2001,563499.9999
3,1.75,2050,1.0,0,1070,980,1977,568000.0
2,2.0,1870,1.0,0,1870,0,2003,579000.0
4,3.5,3730,2.0,2,2440,1290,1991,599950.0
3,2.5,2630,2.0,0,2630,0,2004,600000.0001
3,2.5,2670,2.0,3,2670,0,1981,605000.0001
4,2.5,3190,2.0,0,3190,0,2006,609899.9999
3,2.5,2590,2.0,0,2590,0,2004,620000.0001
3,1.75,2210,1.0,0,1390,820,1958,625000.0
3,2.5,2140,2.0,0,2140,0,1991,639999.9999
4,2.5,2380,2.0,0,2380,0,1992,647999.9999
4,2.5,2350,2.0,0,2350,0,1994,649950.0001
4,3.0,3150,2.0,0,3150,0,2000,700000.0001
4,2.5,2800,2.0,0,2800,0,1999,739000.0007
4,2.5,2610,2.0,0,2610,0,1988,743699.9999
4,3.25,2050,2.0,0,1370,680,1987,750000.0
4,2.5,2030,1.5,0,1630,400,1926,831000.0001
3,2.5,2630,1.0,0,1580,1050,1967,852500.0
4,2.25,3160,1.0,0,3160,0,1981,965000.0001
4,2.5,2730,1.5,0,2230,500,1909,979999.9999
3,2.5,2850,1.0,0,1730,1120,1954,1150000.0
4,2.5,2740,2.0,0,2740,0,1984,1225000.0
4,2.5,4250,2.0,2,3260,990,1972,1339000.0
4,3.25,3300,2.0,0,3300,0,1985,1350000.0
5,3.5,4220,1.0,0,2110,2110,1958,1635000.0
4,3.25,4130,2.0,0,4130,0,1978,1900000.0
4,1.0,1120,1.0,0,860,260,1939,99999.99997
4,1.0,1200,1.5,0,1200,0,1944,135333.3333
3,1.0,1010,1.0,0,1010,0,1959,149500.0
3,1.0,970,1.0,0,970,0,1965,165000.0
3,1.75,1330,1.0,0,1330,0,1973,183000.0
3,1.0,920,1.0,0,920,0,1962,199500.0
3,1.0,970,1.0,0,970,0,1967,219900.0
3,1.75,1760,1.0,0,920,840,1979,225000.0
3,1.75,1590,1.0,0,1130,460,1984,250000.0
3,2.0,1320,1.0,0,1320,0,1975,251750.0
3,1.75,2040,1.0,0,1020,1020,1962,253000.0
2,1.0,1380,1.0,0,870,510,1943,268000.0
3,2.5,1560,2.0,0,1560,0,2003,269000.0
4,2.25,1940,2.0,0,1940,0,1990,278499.9999
2,2.0,1651,1.0,0,1651,0,1946,285000.0
4,2.5,2009,2.0,0,2009,0,2014,303210.0
2,1.5,1010,2.0,0,1010,0,1981,306888.0
4,1.0,1150,1.5,0,1150,0,1947,307000.0
3,2.5,1780,1.0,0,1230,550,1990,310000.0
4,1.0,1740,1.5,0,1740,0,1965,310000.0001
3,1.75,1420,1.0,0,1100,320,1984,310000.0
4,2.5,1930,2.0,0,1930,0,1992,315000.0
2,1.0,1740,1.0,0,950,790,1924,315000.0
3,1.75,2430,1.0,0,1410,1020,1978,335000.0
3,1.75,1540,1.0,0,920,620,1955,345000.0
2,0.75,1392,1.5,0,1392,0,1978,350000.0001
3,1.75,1890,2.0,0,1890,0,1952,359950.0
4,2.0,1630,1.0,0,1630,0,1968,360000.0
3,1.75,1520,1.0,0,1520,0,1976,366000.0
4,2.5,1960,2.0,0,1960,0,2002,369990.0
4,2.5,2210,2.0,0,2210,0,1999,374999.9999
3,1.5,1530,1.0,0,1530,0,1975,375500.0
4,1.5,1680,1.0,0,1130,550,1959,380000.0
4,1.75,1720,1.0,0,860,860,1971,385000.0
4,2.75,1940,2.0,0,1940,0,1990,392000.0
4,2.5,2530,1.0,0,1440,1090,1978,400000.0
2,1.0,1100,1.0,0,1100,0,1926,403000.0
3,2.5,2090,2.0,0,2090,0,2000,415000.0
4,1.0,1390,1.5,0,1390,0,1941,417500.0
3,2.5,2340,2.0,0,2340,0,1995,426089.9999
3,3.25,1410,3.0,0,1410,0,2005,429000.0
3,1.5,2010,1.0,0,1570,440,1951,429950.0
3,1.75,1870,1.0,0,1270,600,1959,433000.0
5,2.25,1970,1.0,0,1450,520,1986,435000.0
3,1.5,1290,3.0,0,1290,0,2000,440000.0
2,1.0,1470,1.0,0,1020,450,1941,458663.8888
3,1.75,2290,1.0,0,1620,670,1965,469999.9999
5,2.5,2732,1.0,2,1870,862,1975,479999.9999
4,1.75,2320,1.0,0,1140,1180,1910,480000.0
4,2.0,1210,1.0,0,1210,0,1955,483300.0
4,2.5,3020,2.0,0,3020,0,1994,489999.9999
3,2.0,2220,2.0,0,1640,580,1980,490000.0001
3,2.5,1800,2.0,0,1800,0,1996,515000.0
3,2.0,2110,1.0,0,1080,1030,1919,516200.0001
5,2.75,2880,2.0,0,2880,0,2006,525000.0
4,2.75,2790,2.0,0,2790,0,2013,533112.0001
3,2.0,2180,1.5,2,1680,500,1930,555000.0
4,2.0,2180,1.0,0,1020,1160,1900,558000.0
4,1.75,2440,1.0,0,1340,1100,1954,566000.0
5,3.0,3670,1.0,0,2060,1610,1952,569000.0
4,2.0,2750,1.5,0,2250,500,1916,571000.0
4,4.5,3870,2.0,0,2530,1340,2001,589900.0001
4,2.75,2490,1.0,0,1400,1090,1983,608000.0001
4,2.25,2560,2.0,0,2560,0,1973,650000.0001
3,1.75,2050,1.0,0,1460,590,1962,655275.0
3,2.5,2510,2.0,0,2510,0,1996,658999.9999
3,1.75,1820,1.0,0,1620,200,1957,659500.0001
3,1.75,1760,1.0,0,1460,300,1960,680000.0
3,2.5,2550,2.0,0,2550,0,2001,694999.9999
4,3.5,3510,2.0,0,3510,0,2001,695000.0
3,2.75,2540,2.0,0,2540,0,2005,694999.9999
5,2.75,3100,2.0,2,3100,0,1950,700000.0001
3,2.0,2080,1.0,0,1160,920,1954,699999.9999
3,3.5,2440,2.0,0,1990,450,2000,710000.0001
3,2.5,3000,2.0,0,3000,0,1995,740000.0001
4,3.25,3490,2.0,0,3490,0,2006,745000.0
5,3.25,2750,2.0,1,2150,600,1937,750000.0001
4,2.5,3700,1.0,4,2620,1080,1988,812650.0
4,2.5,3340,2.0,1,2470,870,1998,870000.0
5,2.5,2550,1.0,0,1610,940,1953,895000.0
4,2.5,2580,2.0,0,2580,0,2013,899899.9999
6,3.75,2930,2.0,3,2930,0,2013,915000.0
5,4.0,3760,2.0,0,3760,0,1983,1025000.0
5,3.25,3230,2.0,0,2480,750,2014,1059500.0
3,3.0,2940,2.0,0,2230,710,1988,1070000.0
5,3.75,3630,1.5,0,2470,1160,2004,1180000.0
4,2.5,3040,2.0,0,3040,0,2001,1230000.0
5,3.25,5270,2.0,1,4010,1260,1977,1795000.0
1,1.0,620,1.0,0,620,0,1939,148000.0
2,1.0,700,1.0,0,700,0,1953,200000.0
3,1.75,1570,1.0,0,1310,260,1977,214950.0
3,1.0,1050,1.0,0,1050,0,1942,220000.0
3,2.0,1640,1.5,0,1640,0,1910,234000.0
3,1.5,1360,1.5,0,1360,0,1984,240000.0
5,1.5,1510,1.0,0,1510,0,1959,248000.0
2,1.5,982,2.0,0,806,176,2006,250000.0
3,1.5,1160,1.0,0,1160,0,1962,262500.0
2,1.0,1350,1.0,2,1350,0,1952,276900.0
3,2.5,1860,2.0,0,1860,0,1989,279999.9999
3,2.5,1870,2.0,0,1870,0,2005,285000.0001
3,1.75,1520,1.0,0,1520,0,1968,290000.0001
2,1.0,860,1.0,0,860,0,1931,290300.0
4,2.75,2414,2.0,0,2414,0,2006,292000.0
5,3.5,2100,2.0,0,1410,690,1999,295000.0
3,2.5,2250,2.0,0,2250,0,1994,308900.0
3,1.0,1160,1.0,0,1160,0,1952,317000.0
3,1.75,1790,1.0,0,1130,660,1978,324999.9998
3,2.5,2456,2.0,0,2456,0,2012,329950.0
3,2.5,2210,2.0,0,2210,0,1989,330000.0001
2,1.0,720,1.0,0,720,0,1942,333000.0
4,2.25,2030,1.0,0,1230,800,1963,334999.9999
3,2.5,1430,3.0,0,1430,0,2002,348999.9999
3,3.25,1460,2.0,0,1130,330,2006,350000.0
3,1.75,1170,1.0,0,1170,0,1962,352499.9999
3,1.0,940,1.0,0,940,0,1965,354000.0
3,1.0,890,1.0,0,890,0,1951,371000.0
3,2.0,1370,1.0,0,1370,0,1964,371500.0
3,1.5,1460,1.0,0,1460,0,1954,381000.0
3,1.5,1270,2.0,0,1080,190,2004,386000.0
3,2.0,1640,1.0,0,1640,0,1948,405000.0
4,2.5,2550,2.0,0,2550,0,2009,415000.0001
4,1.0,1860,1.5,0,1860,0,1901,427000.0
3,2.5,1420,3.0,0,1420,0,2004,434999.9999
4,2.5,2300,1.0,0,2300,0,1955,450000.0
4,2.5,3170,2.0,2,3170,0,2001,455000.0
3,2.0,2060,1.0,0,1030,1030,1929,460000.0
4,2.5,2180,2.0,0,2180,0,1989,464000.0
4,2.5,2090,1.0,0,1320,770,1965,465000.0001
4,1.75,1470,1.0,0,980,490,1955,465000.0
3,2.25,1630,2.0,0,1630,0,2005,474999.9999
6,5.0,3440,2.0,0,3280,160,2007,495000.0001
3,1.75,1720,1.0,1,1220,500,1986,513999.9999
3,2.5,3370,2.0,0,3200,170,1951,515000.0001
4,3.5,2550,2.0,0,2550,0,2007,516000.0001
3,1.75,1730,1.0,0,1400,330,1980,522000.0
2,1.75,1640,1.0,0,840,800,1921,527000.0
3,1.75,1550,1.0,0,1050,500,1927,530000.0
5,2.25,2520,2.0,0,2520,0,1978,534999.9999
3,2.5,2180,1.0,0,1850,330,1979,545000.0
3,3.5,1650,3.0,0,1650,0,2010,547500.0
3,2.5,1990,2.0,0,1990,0,2004,560200.0
3,2.5,2600,2.0,0,2600,0,1988,571000.0
4,2.75,2240,1.5,0,2240,0,1976,580379.0001
4,2.0,1680,1.0,0,980,700,1950,587999.9999
4,2.0,2090,1.5,0,1790,300,1927,619400.0
4,2.75,4140,2.0,0,4140,0,2002,657500.0
6,3.0,4250,2.5,0,3020,1230,1902,664999.9998
3,2.75,2500,1.0,0,1390,1110,1948,700000.0
4,1.75,2460,1.5,0,1450,1010,1909,734999.9999
4,2.75,2490,2.0,2,1490,1000,1979,740000.0
4,2.5,2810,2.0,0,2810,0,1997,742000.0
3,1.75,2430,1.0,1,1230,1200,1949,762400.0
3,3.5,4500,2.0,0,4500,0,2004,785000.0
3,1.5,2210,1.5,0,2210,0,1916,799000.0
4,3.75,2690,2.0,3,2120,570,1909,799999.9999
4,2.5,3280,2.0,0,3280,0,2001,809949.9999
4,2.75,3370,1.0,3,1920,1450,1948,812999.9999
3,2.5,2070,1.5,0,1270,800,1910,850830.0
4,2.5,3320,2.0,0,2650,670,1977,852600.0001
4,2.5,3470,2.0,0,3470,0,1995,875000.0
5,3.0,2510,1.5,3,1590,920,1925,880999.9999
4,2.5,3760,2.0,0,3760,0,1987,1010000.0
5,3.5,4210,2.0,3,4210,0,1995,1365000.0
5,6.25,8670,2.0,4,6120,2550,1965,2888000.0
2,1.0,820,1.0,0,820,0,1965,173000.0
4,1.75,1200,1.0,0,1200,0,1968,210000.0
4,1.5,1130,1.0,0,1130,0,1970,210000.0
2,1.0,910,1.0,0,910,0,1957,223000.0
2,1.0,1100,1.0,0,1100,0,1947,229629.5
3,1.75,1840,1.0,0,1500,340,1985,235000.0
4,2.5,1770,2.0,0,1770,0,2003,247999.9999
4,1.5,1490,2.0,0,1490,0,1966,259000.0
4,2.5,2210,1.0,0,1490,720,1990,294000.0
3,2.5,1970,2.0,0,1970,0,1988,299995.0
3,3.25,1470,2.0,0,1180,290,2008,300000.0001
4,2.5,2490,2.0,0,2490,0,2001,306000.0
5,3.0,1880,1.0,0,1100,780,1997,310000.0
2,1.5,1070,2.0,0,1070,0,1999,312500.0
3,2.5,1880,2.0,0,1880,0,1993,315000.0
2,1.0,970,1.0,0,970,0,1908,315000.0
4,2.5,1910,1.0,0,1910,0,1963,333000.0
2,2.25,1170,2.0,0,1170,0,2009,336750.0
3,2.0,2080,1.0,0,2080,0,2002,342499.9999
3,1.0,1060,1.0,0,1060,0,1966,349950.0
4,2.25,2300,1.5,0,1340,960,1904,349999.9999
3,3.25,1651,2.0,0,1341,310,2008,363000.0001
2,1.0,1220,1.0,0,1220,0,1947,370000.0001
3,1.75,1800,1.0,0,900,900,1950,381000.0
3,1.75,1590,1.5,0,970,620,1938,387884.6154
3,1.0,1180,1.0,0,1180,0,1948,397990.0
3,1.0,1330,1.0,0,900,430,1984,405000.0
4,1.75,1890,1.0,0,1110,780,1947,430000.0
3,3.5,1240,2.0,0,1000,240,2008,435500.0
5,3.5,3690,2.0,0,2540,1150,2006,437500.0
3,1.0,1710,1.5,0,1200,510,1926,440000.0
3,2.75,1560,1.0,0,1030,530,1972,440000.0001
5,1.75,2460,1.5,0,1340,1120,1911,445000.0
2,1.5,1630,1.0,0,890,740,1940,448000.0
5,2.0,1940,1.5,0,1940,0,1957,465249.9999
3,2.5,1250,3.0,2,1250,0,2005,480000.0001
4,2.5,2470,2.0,0,2470,0,1989,485000.0001
4,2.25,2640,1.0,0,2640,0,1986,489949.9999
4,2.5,2140,2.0,0,2140,0,2003,495000.0
3,2.0,1769,1.0,0,1769,0,1955,494999.9999
5,2.75,2990,2.0,0,2990,0,1996,498500.0001
3,1.75,1970,1.0,3,1370,600,1976,500999.9999
3,1.75,1600,1.0,0,1600,0,1967,509999.9999
3,2.5,2120,2.0,0,2120,0,1988,531000.0
3,1.0,1510,1.5,0,1510,0,1909,545000.0
4,1.75,1880,1.5,0,1090,790,1944,560000.0
3,2.25,1710,2.0,0,1710,0,2004,561000.0001
2,1.0,1510,1.5,0,1310,200,1935,575000.0
4,2.5,3140,1.0,2,1770,1370,1966,578000.0
5,2.0,2060,2.0,0,2060,0,1903,579999.9999
3,2.5,1910,2.5,0,1530,380,2007,585000.0
4,1.75,1870,2.0,0,1200,670,1937,594000.0
5,2.75,2820,1.0,0,1450,1370,1967,598999.9999
4,2.25,2180,2.0,0,2180,0,1984,610749.9999
2,1.0,1430,1.5,0,1300,130,1929,620000.0001
3,2.5,2480,2.0,0,2480,0,2000,641633.3332
4,2.0,2710,1.0,0,1460,1250,1919,656500.0
3,3.0,2340,2.0,0,2160,180,1925,660000.0
3,2.5,2050,1.0,3,1730,320,1956,670000.0
3,2.0,2460,1.0,2,1370,1090,1952,678500.0
3,2.5,2570,2.5,0,2570,0,2007,680000.0001
4,2.5,2683,2.0,0,2683,0,1987,681965.7811
4,2.5,3280,2.0,0,3280,0,1996,699000.0001
3,2.75,1900,1.0,0,1410,490,1942,706000.0
3,1.75,2110,1.0,0,2110,0,1961,742999.9999
3,3.5,3950,1.5,0,2460,1490,1989,784000.0006
4,2.5,3010,2.0,0,3010,0,2005,789500.0001
4,3.25,2420,1.5,0,1870,550,1911,789999.9999
3,2.0,2420,1.0,1,1500,920,1979,795000.0
3,3.0,2790,2.0,4,1600,1190,1977,835000.0002
4,3.25,3960,2.0,0,3960,0,2005,860000.0002
4,2.25,2460,1.0,0,2460,0,1957,900000.0001
4,2.5,2370,2.0,0,2370,0,2003,1034500.0
4,2.5,3270,2.0,0,3270,0,1989,1070000.0
0,0.0,3064,3.5,2,3064,0,1990,1095000.0
4,2.5,3200,1.5,1,1860,1340,1948,1184000.0
4,2.5,5730,2.0,4,4280,1450,1991,1228000.0
5,4.0,4410,2.0,0,4410,0,2006,1240000.0
4,3.75,4030,2.0,0,4030,0,2006,1485000.0
3,1.0,1270,1.5,0,1270,0,1944,153000.0
3,1.0,1290,1.0,0,1290,0,1976,205000.0
3,1.0,1340,1.0,0,1340,0,1978,206135.0
2,1.75,1440,1.0,0,1440,0,1978,210000.0
2,1.0,710,1.0,0,710,0,1943,215000.0
2,1.0,930,1.0,0,930,0,1986,230000.0
3,1.75,1900,1.0,0,950,950,1980,235000.0
3,2.25,1400,2.0,0,1400,0,2012,250000.0
4,2.5,1930,1.0,0,1120,810,1981,250600.0
4,1.75,1900,1.0,0,1900,0,1958,265000.0
3,1.75,1840,1.0,0,920,920,1905,285000.0
3,1.75,1180,1.0,0,1180,0,1962,299000.0
4,2.5,2700,1.0,0,1560,1140,1966,300000.0
3,2.0,2020,1.0,0,1220,800,1957,300000.0
3,1.0,1280,1.5,0,1280,0,1947,304000.0
3,1.5,1210,1.0,0,610,600,1983,305000.0001
4,2.5,1880,2.0,0,1880,0,2000,324900.0
3,2.5,2070,2.0,0,2070,0,1997,325000.0
3,2.5,1070,2.0,0,720,350,2005,330000.0
2,1.5,1800,1.0,0,1240,560,1987,345000.0
3,1.75,1820,1.0,0,1230,590,1976,349999.9999
3,1.5,1650,1.0,0,1100,550,1961,369500.0
4,2.5,2220,2.0,0,2220,0,2001,370000.0001
3,2.25,1410,2.0,0,1290,120,2005,379500.0
4,2.5,2540,2.0,0,1870,670,2000,380000.0
3,2.25,1920,1.0,0,1060,860,1921,385000.0
4,2.5,2050,2.0,0,2050,0,2006,385000.0
4,2.5,1750,2.0,0,1750,0,2009,415499.9999
4,2.5,2690,2.0,0,2690,0,1993,418999.9999
3,2.0,1910,1.5,0,1910,0,1971,430000.0
3,1.75,1500,1.0,0,1500,0,1997,434999.9999
4,2.25,2010,1.0,0,1220,790,1974,440000.0
4,2.25,2630,2.0,0,2630,0,1979,454000.0001
3,1.75,1850,1.0,2,1100,750,1919,459949.9999
3,2.25,1580,1.0,0,1200,380,1981,475000.0
3,2.5,1580,2.0,0,1580,0,1985,485000.0
3,1.75,1760,1.0,0,1230,530,1967,497333.3333
3,1.0,1830,1.5,0,1430,400,1926,499950.0
4,2.75,2020,1.0,0,1010,1010,1958,513000.0
3,1.0,1540,1.5,0,1200,340,1926,530099.9999
5,3.0,3610,2.0,0,3610,0,2003,540000.0
3,1.75,1640,1.0,0,1090,550,1948,556000.0
3,3.0,1384,2.0,0,1144,240,2006,575000.0
3,2.5,2040,2.0,0,2040,0,1992,580000.0
3,1.0,1870,1.5,0,1580,290,1927,584999.9999
4,3.0,2440,2.0,0,2440,0,1961,588999.9999
3,2.0,2250,1.0,0,1250,1000,1925,589000.0
4,2.5,2010,2.0,0,2010,0,1989,590000.0
3,1.75,2350,1.0,0,1800,550,1978,614999.9999
5,2.75,3320,2.0,0,2190,1130,1975,622500.0
4,2.5,2790,2.0,0,2790,0,1989,665000.0001
4,2.75,3650,1.5,0,3650,0,1978,697000.0
3,2.0,2910,2.0,0,1920,990,1900,718500.0001
5,2.5,3210,1.0,0,1830,1380,1968,724999.9999
3,2.5,2300,1.5,0,1510,790,1930,738190.8572
4,2.5,2420,1.0,4,1700,720,1958,760000.0
4,2.0,3140,1.0,1,1940,1200,1939,775000.0001
4,3.5,3200,2.0,0,2670,530,2007,795000.0
3,2.5,2860,2.0,0,2860,0,2000,798999.9999
3,1.75,1980,1.0,2,1320,660,1952,810000.0
5,3.5,2320,2.0,0,1720,600,1926,822500.0
4,2.5,4120,2.0,0,4120,0,1997,862999.9999
4,2.5,3670,2.0,0,3670,0,1999,883000.0002
4,2.25,2770,2.0,0,2770,0,1974,890000.0002
5,2.5,2350,2.0,0,2350,0,1993,909999.9999
4,2.5,3770,2.0,0,3770,0,1989,949999.9998
5,2.75,3100,1.0,2,1660,1440,1973,975000.0
4,2.5,2750,2.0,0,1960,790,1905,1030000.0
5,1.5,2540,2.0,3,2340,200,1954,1120000.0
5,2.25,4200,2.5,0,2910,1290,1906,1335000.0
3,2.5,4310,1.5,4,2510,1800,1982,1735000.0
3,1.75,1430,1.0,0,1430,0,1950,330000.0001
3,2.0,1510,1.0,0,1070,440,1972,397500.0
2,1.0,1980,1.0,0,1090,890,1923,496751.9999
4,2.75,2360,2.0,0,2360,0,2008,525000.0
3,2.5,1930,2.0,0,1930,0,2005,530000.0
4,2.75,2450,2.0,2,2450,0,2010,735000.0
5,2.75,2920,1.0,0,1660,1260,1968,850000.0001
4,2.5,2960,2.0,0,2960,0,1985,883000.0
3,2.5,1890,2.0,0,1730,160,2002,269950.0
3,1.0,1110,1.0,0,1110,0,1957,416000.0
5,3.0,2430,1.0,0,1370,1060,1957,506000.0
3,2.0,1900,1.0,0,950,950,1940,520500.0
3,1.75,2140,1.0,0,1290,850,1953,650000.0
4,2.5,2700,2.0,0,2700,0,1990,652500.0
3,1.5,1230,1.0,0,1230,0,1949,150000.0
2,1.0,760,1.5,0,760,0,1947,163785.7143
3,1.5,1220,1.0,0,1220,0,1973,175000.0
3,1.75,1070,1.0,0,1070,0,1957,183000.0
4,2.5,2240,1.0,0,1370,870,1988,220000.0
3,2.0,1410,1.0,0,1410,0,1940,220000.0
3,1.75,1400,1.0,0,1400,0,1957,230000.0
2,1.5,880,2.0,0,880,0,1999,235000.0
2,1.0,1200,1.0,0,980,220,1943,245000.0
3,1.0,1000,1.0,0,1000,0,1969,265000.0
3,1.0,1100,1.0,0,1100,0,1957,277000.0
3,2.5,1880,2.0,0,1880,0,2009,284000.0001
4,1.75,1960,1.0,0,1960,0,1967,285499.9999
3,1.75,1770,1.0,0,1030,740,1960,295000.0
5,3.0,1940,1.0,0,1200,740,2007,300000.0
4,2.0,1810,1.0,0,1110,700,1967,304000.0
3,1.75,1150,1.0,0,1150,0,1979,309212.0
3,2.25,1200,3.0,0,1200,0,2005,320000.0
1,1.0,960,1.0,0,760,200,1908,332000.0
3,1.5,2040,1.0,0,1340,700,1957,334999.9999
3,2.5,1212,3.0,0,1212,0,2004,340000.0
4,1.75,1580,1.0,0,1130,450,1947,351250.0
4,2.25,1760,2.0,0,1760,0,1987,353500.0
2,1.75,1210,2.0,0,1210,0,2014,357185.9999
3,2.0,1530,1.0,0,1530,0,1977,371024.9999
3,1.0,1770,1.5,0,1140,630,1926,373000.0
4,2.0,2400,2.0,0,2400,0,1913,375000.0
4,2.0,1240,1.0,0,1040,200,1908,375000.0
5,2.5,2760,1.0,0,1600,1160,1960,377999.9999
4,2.5,2960,2.0,0,2960,0,2006,385000.0
3,2.0,1590,2.0,0,1590,0,2000,385000.0
4,1.75,1690,1.0,0,870,820,1984,384999.9999
2,1.0,830,1.0,3,830,0,1928,385000.0
4,2.0,1580,1.0,0,1580,0,1953,410000.0
4,2.0,1800,1.0,0,1000,800,1923,414999.9999
4,3.0,2360,1.0,2,1460,900,1960,418000.0
4,1.5,1220,1.0,0,1220,0,1965,418000.0
5,2.5,2340,2.0,0,2340,0,2009,429000.0001
3,2.0,1980,3.0,0,1980,0,2007,435000.0001
3,2.5,2300,2.0,0,2300,0,2003,435000.0
3,1.75,1890,1.5,3,1890,0,1976,444999.9998
6,2.25,3550,1.0,0,2960,590,1948,449999.9999
2,1.5,1310,1.5,0,1310,0,1970,455000.0
3,1.75,1550,1.0,0,860,690,1949,460000.0
3,2.25,2670,1.0,0,1640,1030,1966,465000.0001
3,2.5,1350,2.0,0,1120,230,2007,468500.0
3,1.5,1760,1.0,0,1160,600,1958,470000.0
3,1.5,1510,1.0,0,1510,0,1956,470000.0001
5,2.5,2570,2.0,0,2570,0,2006,492499.9999
3,1.75,1750,1.0,0,1470,280,1968,498999.9999
4,2.75,2280,1.0,0,2280,0,1960,500000.0
3,1.75,1540,1.0,0,770,770,1947,500000.0
4,2.5,1740,1.0,0,1220,520,1976,518000.0001
3,2.25,1420,3.0,0,1420,0,2006,523950.0
4,2.5,2050,2.0,0,2050,0,1988,530000.0
3,2.5,1700,2.0,0,1700,0,2005,534500.0
4,2.5,2650,2.0,0,2650,0,2014,542525.0001
3,2.5,1940,1.0,2,1440,500,1975,545000.0
4,2.25,2170,2.0,0,2170,0,1987,566000.0001
4,2.5,2120,2.0,0,2120,0,1985,575000.0
4,2.5,2440,2.0,0,2440,0,2002,576000.0
5,2.5,2640,2.0,0,2640,0,2003,632500.0
3,2.5,2110,2.0,0,2110,0,2005,638000.0
4,2.75,2610,3.0,0,1910,700,1910,650000.0001
6,1.75,1840,1.0,0,1060,780,1900,660000.0001
3,1.5,1720,2.0,0,1720,0,1907,666999.9999
4,2.75,2500,2.0,0,2500,0,2010,680000.0
4,3.5,2840,3.0,0,2840,0,2008,685000.0
2,1.75,1600,1.0,0,850,750,1918,689999.9999
4,3.5,2690,2.0,0,2690,0,2002,699850.0001
4,3.25,3430,2.0,0,3430,0,2014,749995.0001
3,2.5,3100,2.0,0,3100,0,2002,759950.0
3,1.75,1990,1.0,0,1100,890,1939,763101.0
3,2.75,2670,1.0,0,1720,950,2013,798800.0
4,2.5,2810,1.0,0,1710,1100,1973,825000.0001
4,1.5,1890,1.5,0,1890,0,1919,825000.0
4,3.5,4140,2.0,0,3160,980,2003,849999.9999
4,3.25,3450,2.0,0,3450,0,2014,852880.0
4,2.5,3190,2.0,0,3190,0,1990,861999.9999
4,3.5,3290,2.0,1,2360,930,2006,899949.9999
4,2.5,3030,2.0,0,3030,0,2003,902000.0
4,1.5,2220,1.0,0,1490,730,1954,920999.9999
4,3.5,3280,2.0,0,3280,0,2007,963000.0001
4,2.75,2800,2.0,0,2800,0,1992,998999.9999
4,4.0,3530,2.0,0,2630,900,1958,1095000.0
4,1.0,1920,1.0,0,1220,700,1966,170000.0
3,1.0,1140,1.0,0,1140,0,1943,171224.8
3,1.5,1180,1.0,0,1180,0,1977,187500.0
3,1.5,1430,1.0,0,820,610,1980,197999.9999
4,1.75,1740,1.0,0,1180,560,1978,204950.0
3,1.0,1320,1.0,0,1320,0,1967,206000.0
1,1.0,930,1.0,0,930,0,1948,210000.0
3,2.25,2110,1.0,0,1360,750,1973,225279.4286
3,2.0,1410,1.0,0,1410,0,1983,229950.0
3,2.0,1570,2.0,2,1050,520,1971,233166.6667
3,1.75,1190,1.0,0,1190,0,1968,235000.0
3,1.75,1280,1.5,0,1280,0,1988,242000.0
3,1.75,1370,1.0,0,1370,0,1982,247199.9999
4,2.5,1800,2.0,0,1800,0,1998,249999.9999
3,1.75,1160,1.0,0,1160,0,1998,250000.0
2,1.5,1088,2.0,0,1088,0,1983,250000.0
3,1.5,880,1.0,0,880,0,1945,253000.0
3,1.75,1700,1.0,0,1700,0,1987,255000.0
3,2.0,1870,1.0,0,1270,600,1986,259000.0
3,1.75,1440,1.0,2,1090,350,1958,260000.0
3,1.5,1270,1.0,0,1150,120,1948,260000.0
2,1.5,1480,1.0,0,940,540,1978,269500.0
3,2.0,1380,1.0,0,1380,0,1989,272000.0
4,2.25,1930,1.0,0,1360,570,1988,280000.0
3,2.5,1413,2.0,0,1413,0,2011,286800.0
4,2.5,1660,2.0,0,1660,0,1994,294999.0
4,2.0,1870,1.5,0,1870,0,1956,310000.0
3,1.0,860,1.5,0,860,0,1927,320000.0
4,2.5,2610,2.0,0,2610,0,1987,325000.0
3,1.75,1160,1.0,0,1160,0,1976,329333.3333
3,2.5,3040,2.0,0,3040,0,2003,330000.0001
3,2.5,1270,2.0,0,1270,0,2004,331366.6668
3,2.5,1530,1.0,0,1270,260,1993,332000.0
2,1.0,740,1.0,0,740,0,1948,342000.0
4,2.75,2250,1.0,0,1480,770,1975,344999.9999
3,2.5,1680,2.0,0,1680,0,2007,345000.0
3,2.0,1380,3.0,0,1380,0,2013,350000.0
2,2.5,1260,3.0,0,1260,0,2005,350000.0
5,3.5,2800,2.0,0,2800,0,1995,379900.0
4,2.5,2150,2.0,0,2150,0,1991,379999.9999
4,2.5,2210,2.0,0,2210,0,1993,382500.0
